FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Joe,Lolley,MID,HUD,4400000,0,0,0,0,0,0,4155,0,0,0,0,0,0,0,0,132,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3545,0,0,0,0,0,40,0,0,0,Brighton,Chelsea,Watford,Southampton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,3900000,0,0,0,0,0,0,107111,0,0,0,0,0,0,0,0,3424,-1,0,0,1,0,0,0,0,0,0,0,0,2.5,79120,0,0,0,0,0,4652,0,0,0,Watford,Stoke,Brighton,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Long,FWD,SOU,5700000,0,23,1.8,3.15789473684211E-07,4.03508771929825E-06,0,35963,3,10,0,0,0,0,0,4,1581,-3,0,23,3,0.2,0,1,0,0,2,0,2,0.3,17198,0,0,0,0,670,160,0,0,68,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,1.3,1.4,1,1.7,1,0.9,1.6,1.5,1.1,1.4,1.3,1.3,1.1,1.7,1.3,1.2,1.2,0.9,0.9,1.1,1.3,1.2,1.1,35.1
Ademola,Lookman,MID,EVE,5100000,1,9,0.6,1.17647058823529E-07,1.76470588235294E-06,0,7793,0,6,0,0,0,0,0,1.8,106,-4,0,9,4,0.2,0,1,0,0,0,0,1,0.1,1707,0,0,0,0,142,250,0,0,25,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.2
Jonas,Lossl,GLK,HUD,4600000,1,59,3.9,8.47826086956522E-07,1.28260869565217E-05,0,221205,0,26,0,37,0,0,0,12.8,15337,1,0,59,-1,0.2,0,0.8,5,0,5,0,1,9.3,494926,0,0,1,1,1350,6017,0,0,299,Brighton,Chelsea,Watford,Southampton,Stoke,5.5,4.7,4.4,3.4,5,5,2.5,5.8,3.3,5.2,2.2,4.7,3.4,3.3,4.5,5.8,3,3.7,4.9,3.4,4.7,2.6,5.4,34.8
Dejan,Lovren,DEF,LIV,5300000,2,30,2.7,5.09433962264151E-07,5.66037735849057E-06,0,75694,3,9,0,0,0,0,0,5.7,1244,-2,0,30,2,0.6,0,3.3,1,0,4,0,0,0.8,19633,0,0,0,0,755,3864,0,0,167,Everton,West Brom,Bournemouth,Arsenal,Swansea,2.6,3.2,1.9,1.4,2.5,2.6,2.1,2.1,1.9,2.1,3,2.2,3.6,2.9,1.4,2.8,3,1.4,2.6,2.2,2.8,2.2,3.2,25.4
Chris,Lowe,DEF,HUD,4500000,0,38,2.9,6.44444444444444E-07,8.44444444444444E-06,0,172362,0,14,0,0,0,0,0,8.4,10034,0,0,38,0,0.1,0,0.3,0,0,5,0,0,3,268431,0,0,0,0,877,711,0,0,173,Brighton,Chelsea,Watford,Southampton,Stoke,3.7,3.1,2.8,2.1,3.3,3.3,1.5,4.1,2,3.5,1.4,3.1,2.1,2,2.9,4.4,1.8,2.3,3.2,2.1,3.1,1.6,3.6,18
Matthew,Lowton,DEF,BUR,4700000,0,53,4.1,8.72340425531915E-07,1.12765957446809E-05,0,123810,0,10,0,0,0,0,0,11.3,25548,2,0,53,-2,0.4,0,2,2,0,6,0,1,3.5,247746,0,0,0,0,1170,1567,0,0,234,Watford,Stoke,Brighton,Tottenham,Man Utd,0,4.8,4.9,5,3.2,4.5,5,5,4.9,4.1,3.6,4.2,4.6,4.5,4.8,4.5,4.6,5.6,4.5,4.4,5.4,3.3,4.5,38.9
Leiva,Lucas,MID,LIV,4500000,0,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,7,0,0,0,Everton,West Brom,Bournemouth,Arsenal,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu,Lukaku,FWD,MUN,11300000,2,79,5.3,4.69026548672566E-07,6.99115044247788E-06,0,2211752,1,9,0,0,0,8,0,6.9,217598,-2,1,79,2,0.3,1,3.8,8,0,9,0,4,33.2,1391234,0,0,0,2,1350,8463,-1,0,276,Man City,Bournemouth,West Brom,Leicester,Burnley,6.7,7.5,5.3,4.8,7,7.1,5,7.9,4.7,4.4,8,5.2,5.8,5.4,7.5,5.1,7,5,8,5.3,7.5,5.2,6.6,141.4
Levi,Lumeka,MID,CRY,4500000,0,1,0.0666666666666667,1.48148148148148E-08,2.22222222222222E-07,0,383,0,0,0,0,0,0,0,0.2,23,0,0,1,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,25,21,0,0,3,Bournemouth,Watford,Leicester,Swansea,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,18,0,0,0,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0,0,0,0,31555,0,0,0,0,0,0,0,0,975,0,0,0,0,0,0,0,0,0,0,0,0,1.1,22316,0,0,0,0,0,272,0,0,0,Huddersfield,Tottenham,Burnley,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,LEI,5200000,8,59,3.9,7.5E-07,1.13461538461538E-05,0,293462,1,20,0,0,0,1,0,11.3,9974,2,0,59,-2,0.6,0,3,6,0,4,0,3,8.8,587335,0,0,0,1,1350,62239,0,0,307,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,3.5,4,5.8,4.8,4.9,3.3,5.8,4,4.6,2.5,4.2,3.1,4.7,4.4,4,5.1,4.3,4.8,3.9,4.6,4.5,5.7,3.8,59
Riyad,Mahrez,MID,LEI,8400000,6,75,5,5.95238095238095E-07,8.92857142857143E-06,0,340042,0,18,0,0,0,3,0,8.9,13052,-1,0,75,1,0.6,0,4.8,6,0,4,0,7,5.3,392824,0,0,0,1,1182,43620,0,0,243,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,5.3,5.1,6.7,5.9,5.3,3.5,7.4,4.9,4.8,5.4,6.9,3.6,5.9,6.6,4.9,6.7,4.5,6.8,4.9,5.9,4.9,7.1,4.4,93.6
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0666666666666667,1.48148148148148E-08,2.22222222222222E-07,0,650,0,0,0,0,0,0,0,0.2,31,0,0,1,0,0,0,0,0,0,0,0,0,0,835,0,0,0,0,1,25,0,0,3,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Malone,DEF,HUD,4300000,1,17,1.13333333333333,2.63565891472868E-07,3.95348837209302E-06,0,11384,2,11,0,0,0,0,0,4,819,-2,0,17,2,0.1,0,0.5,3,0,1,0,1,0.3,15761,0,0,0,1,449,747,0,0,100,Brighton,Chelsea,Watford,Southampton,Stoke,0.9,0.7,0.6,0.6,0.8,0.8,0.6,1.1,0.6,0.8,0.6,0.7,0.6,0.6,0.6,1.7,0.6,0.6,0.7,0.6,0.7,0.6,0.9,20.6
Sadio,Mane,MID,LIV,9400000,0,49,3.26666666666667,3.47517730496454E-07,5.21276595744681E-06,0,1447090,2,10,0,0,0,4,0,5.2,28829,-1,0,49,1,0.5,0,4.3,5,0,4,0,3,8.2,678310,0,0,0,2,600,19886,0,1,175,Everton,West Brom,Bournemouth,Arsenal,Swansea,4.5,3.7,2.8,1.8,4,3.5,2.4,2.2,3.3,2.3,3.2,2.5,4.1,3.9,1.6,2.6,2.4,2.7,3.7,2.4,3.2,2.4,3.2,72.5
Eliaquim,Mangala,DEF,MCI,5000000,2,5,0.333333333333333,6.66666666666667E-08,1E-06,0,6398,0,1,0,0,0,0,0,1,446,0,0,5,0,0.2,0,1,0,0,0,0,0,0.1,6604,0,0,0,0,169,470,0,0,29,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.1
Javier,Manquillo,DEF,NEW,4400000,1,30,2.5,5.68181818181818E-07,6.81818181818182E-06,0,68963,1,18,0,0,0,0,0,6.8,3309,-1,0,30,1,0.1,0,0.5,1,0,3,0,0,1.3,69724,0,0,0,0,1080,2482,0,0,152,Leicester,Everton,Arsenal,West Ham,Man City,2.2,2.2,1.4,2.1,1.7,2.8,1.9,2.1,1.5,2.5,2.9,2.5,1.8,1.6,2.3,1.9,3.3,1.5,2.7,1.2,2.8,2.7,2.2,27.2
Solomon,March,MID,BHA,5000000,1,34,2.26666666666667,4.53333333333333E-07,6.8E-06,0,37732,1,12,0,0,0,1,0,6.8,1452,0,0,34,0,0.3,0,1.3,0,0,3,0,1,0.3,43156,0,0,0,0,845,112,0,0,124,Huddersfield,Tottenham,Burnley,Watford,Chelsea,1.4,1.3,1.7,1.3,1.5,1.6,2,1.5,1.5,1.6,2.3,1.4,2.2,2.1,1.7,1.1,1.9,2.5,1.5,1.6,1.5,1.7,1.1,42.9
Adrian,Mariappa,DEF,WAT,4100000,2,19,1.7,4.14634146341463E-07,4.63414634146341E-06,0,146765,2,19,0,0,0,0,0,4.6,7197,1,0,19,-1,0.8,0,3.3,0,0,2,0,0,5.8,262672,0,0,0,0,821,27483,0,0,129,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,1.4,2.3,1.6,1.5,0.9,0.8,1,0.9,1,1.3,0.9,1.5,0.9,1.2,0.9,1.1,0.9,1,1.3,2.2,1.3,1,0.9,21.6
Dean,Marney,MID,BUR,4500000,0,0,0,0,0,0,911,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,22,0,0,0,Watford,Stoke,Brighton,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Martial,MID,MUN,8000000,5,63,4.2,5.25E-07,7.875E-06,0,190907,1,4,0,0,0,6,0,7.9,8502,0,0,63,0,0.7,0,5.8,1,0,4,0,3,3.3,261452,0,0,0,0,571,42531,0,0,218,Man City,Bournemouth,West Brom,Leicester,Burnley,3.5,5.5,3.2,3,5,4.9,3.6,4.9,3.2,2.8,6.2,3.5,4.5,3.1,4.6,3.3,5.8,2.2,5.5,3.6,5.6,2.8,4,85.3
Cuco,Martina,DEF,EVE,4300000,6,17,1.13333333333333,2.63565891472868E-07,3.95348837209302E-06,0,47541,1,9,0,0,0,0,0,4,705,-2,0,17,2,0.7,0,3,0,0,2,0,0,0.4,33887,0,0,0,0,570,1590,0,0,114,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.6,0.6,0.6,0.7,0.6,0.6,0.8,0.6,0.9,0.7,0.6,1.7,0.7,0.6,0.9,0.6,0.6,0.8,0.6,0.8,0.6,0.7,0.6,27.7
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0,0,0,0,23485,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1030,0,0,0,0,0,31,0,0,0,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Martinez,FWD,WHU,5000000,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,260,0,0,0,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno,Martins Indi,DEF,STK,4900000,1,5,0.333333333333333,6.80272108843537E-08,1.02040816326531E-06,0,1963,1,15,0,0,0,0,0,1,128,-1,0,5,1,0.1,0,0.3,0,0,0,0,0,0,1585,0,0,0,0,488,19,0,0,83,Tottenham,Burnley,West Ham,West Brom,Huddersfield,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,15.3
Brandon,Mason,DEF,WAT,3900000,0,0,0,0,0,0,51903,0,0,0,0,0,0,0,0,2880,-1,0,0,1,0,0,0,0,0,0,0,0,1.6,54873,0,0,0,0,0,6395,0,0,0,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur,Masuaku,DEF,WHU,4400000,1,14,0.933333333333333,2.12121212121212E-07,3.18181818181818E-06,0,13193,1,14,0,0,0,0,0,3.2,404,-1,0,14,1,0.2,0,1,0,0,0,0,2,0.3,10981,0,0,0,0,531,564,0,0,110,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0.5,0.6,0.5,0.5,0.5,0,1.1,0.5,0.5,1.4,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.7
Juan,Mata,MID,MUN,6800000,0,35,2.33333333333333,3.43137254901961E-07,5.14705882352941E-06,0,176631,0,3,0,0,0,1,0,5.1,4641,-2,1,35,2,0.3,0,2,2,0,7,0,1,1.9,115680,0,0,0,0,634,591,-1,0,149,Man City,Bournemouth,West Brom,Leicester,Burnley,1.3,2.4,1.2,1.2,2.1,2,1.4,2.1,1.2,1.2,2.9,1.3,1.8,1.2,1.9,1.2,2.6,1.2,2.4,1.4,2.5,1.2,1.6,49.1
Nemanja,Matic,MID,MUN,4900000,2,41,2.7,5.51020408163265E-07,8.36734693877551E-06,0,870558,0,7,0,0,0,0,0,8.4,36232,-1,0,41,1,0.4,0,2,0,0,9,0,1,10.2,497331,0,0,0,0,1313,3796,0,0,231,Man City,Bournemouth,West Brom,Leicester,Burnley,1.7,3,1.5,1.4,2.6,2.6,1.7,2.6,1.5,1.4,3.5,1.7,2.3,1.5,2.4,1.6,3.2,1.4,3,1.8,3.1,1.4,2,47.4
Joel,Matip,DEF,LIV,5500000,0,48,3.7,6.72727272727273E-07,8.72727272727273E-06,0,175769,1,18,0,0,0,1,0,8.7,19008,0,0,48,0,0.4,0,2,3,0,5,0,0,2.3,117326,0,0,0,1,1170,267,0,0,283,Everton,West Brom,Bournemouth,Arsenal,Swansea,0,0,0,2.5,4,4.2,3.5,3.4,3.2,3.4,4.6,3.6,5.4,4.5,2.3,4.3,4.1,2.1,4.2,3.5,4.4,3.6,5,50.6
Alfie,Mawson,DEF,SWA,5000000,1,50,3.3,6.6E-07,1E-05,0,51392,0,18,0,0,0,1,0,10,3177,0,0,50,0,0.5,0,2.5,1,0,5,0,0,1.2,49914,0,0,0,0,1350,2054,0,0,290,West Brom,Man City,Everton,Crystal Palace,Liverpool,3.9,2.5,2.1,4.7,2.9,4.2,3.6,3.1,3.6,3.8,2.7,3.4,3.7,4.4,3.4,3.3,2.3,3.4,3.1,2.7,3.1,3.1,3.4,44.5
Chancel,Mbemba,DEF,NEW,4000000,1,17,1.13333333333333,2.83333333333333E-07,4.25E-06,0,475040,0,10,0,0,0,0,0,4.3,15965,0,0,17,0,0.1,0,0.5,3,0,1,0,0,11.4,880277,0,0,0,1,588,21060,0,0,123,Leicester,Everton,Arsenal,West Ham,Man City,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.7,1.3,0.7,0.6,0.6,0.6,0.6,1.1,0.6,0.8,0.6,0.8,0.8,0.6,22.1
James,McArthur,MID,CRY,4400000,3,24,1.6,3.63636363636364E-07,5.45454545454545E-06,0,187586,1,9,0,0,0,1,0,5.5,7324,-1,0,24,1,0.7,0,3.3,1,0,1,0,0,2.3,84528,0,0,0,0,681,2700,0,0,95,Bournemouth,Watford,Leicester,Swansea,Arsenal,0,0.8,0.8,1.1,1.3,0.8,0.8,1.1,0.8,0.8,1.3,0.8,1,1,0.8,0.8,0.9,0.9,1,0.8,1.2,0.8,1.2,36
Gareth,McAuley,DEF,WBA,4700000,0,4,0.266666666666667,5.67375886524823E-08,8.51063829787234E-07,0,76572,0,9,0,0,0,0,0,0.9,1234,-3,0,4,3,0,0,0,0,0,0,0,0,0.5,4812,0,0,0,0,258,199,0,0,47,Swansea,Liverpool,Man Utd,Stoke,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.1
Oliver,McBurnie,FWD,SWA,4500000,1,7,0.466666666666667,1.03703703703704E-07,1.55555555555556E-06,0,103870,0,1,0,0,0,0,0,1.6,4076,0,0,7,0,0.1,0,0.5,0,0,0,0,0,1.5,60072,0,0,0,0,83,6548,0,0,21,West Brom,Man City,Everton,Crystal Palace,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.7
Alex,McCarthy,GLK,SOU,4400000,0,0,0,0,0,0,2378,0,0,0,0,0,0,0,0,68,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,669,0,0,0,0,0,22,0,0,0,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McCarthy,MID,EVE,4900000,0,0,0,0,0,0,1803,0,0,0,0,0,0,0,0,36,-1,0,0,1,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,12,0,0,0,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McClean,MID,WBA,4800000,1,13,0.866666666666667,1.80555555555556E-07,2.70833333333333E-06,0,7761,3,4,0,0,0,0,0,2.7,179,-2,0,13,2,0.2,0,1,0,0,2,0,0,0.1,4728,0,0,0,0,317,53,0,0,31,Swansea,Liverpool,Man Utd,Stoke,Everton,0.4,0.4,0.4,0.4,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,23.3
Sam,McQueen,DEF,SOU,4300000,0,3,0.2,4.65116279069767E-08,6.97674418604651E-07,0,3777,0,1,0,0,0,0,0,0.7,106,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.1,1241,0,0,0,0,23,40,0,0,8,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Scott,McTominay,MID,MUN,4300000,0,0,0,0,0,0,26618,0,0,0,0,0,0,0,0,1088,-2,0,0,2,0,0,0,0,0,0,0,0,0.5,43471,0,0,0,0,0,413,0,0,0,Man City,Bournemouth,West Brom,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Mee,DEF,BUR,4800000,1,56,3.7,7.70833333333333E-07,1.16666666666667E-05,0,350818,2,12,0,0,0,0,0,11.7,53027,3,-1,56,-3,0.6,0,2.8,6,0,6,0,0,13.8,584414,0,0,0,1,1350,31848,1,0,263,Watford,Stoke,Brighton,Tottenham,Man Utd,0,4.1,4.2,4.3,2.7,3.9,4.3,4.5,4.3,3.5,3.1,3.6,4,3.8,4.1,3.8,3.9,4.9,3.9,3.8,4.7,2.8,3.9,66.5
Max,Melbourne,DEF,WBA,4000000,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,351,0,0,0,Swansea,Liverpool,Man Utd,Stoke,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Mendy,DEF,MCI,6300000,0,17,1.13333333333333,1.7989417989418E-07,2.6984126984127E-06,0,109151,2,1,0,0,0,0,0,2.7,331,-2,0,17,2,0,0,0,1,0,2,0,1,0.4,87399,0,0,0,0,298,52,0,0,84,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0.6,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0,0,0,0,3653,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,0,0,0,0,0,11,0,0,0,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikel,Merino,MID,NEW,5000000,2,28,2.3,4.6E-07,5.6E-06,0,11725,2,10,0,0,0,1,0,5.6,308,0,0,28,0,0.3,0,1.3,3,0,2,0,0,0.1,13795,0,0,0,0,793,147,0,0,174,Leicester,Everton,Arsenal,West Ham,Man City,2,2.7,1.2,1.5,1.2,1.7,1.4,2.3,1.2,1.8,1.4,1.8,1.7,1.2,1.8,1.2,2.6,1.3,2.2,1.6,2.1,1.6,1.6,45.5
Per,Mertesacker,DEF,ARS,4800000,0,12,0.8,1.66666666666667E-07,2.5E-06,0,35224,0,5,0,0,0,1,0,2.4,1151,-2,1,12,2,0,0,0,2,0,0,0,0,0.5,24888,0,0,0,1,270,632,-1,0,61,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.4,0.4,0.4,0.5,0.7,0.4,0.4,0.4,1.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,14.8
Roque,Mesa,MID,SWA,4300000,0,8,0.533333333333333,1.24031007751938E-07,1.86046511627907E-06,0,38149,1,4,0,0,0,0,0,1.9,2174,-2,0,8,2,0.2,0,1,0,0,1,0,0,0.6,36082,0,0,0,0,286,1901,0,0,42,West Brom,Man City,Everton,Crystal Palace,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.6
Simon,Mignolet,GLK,LIV,4900000,2,48,3.4,6.93877551020408E-07,9.79591836734694E-06,0,60297,3,19,0,25,0,0,0,9.8,3350,-1,0,48,1,0.8,0,3.8,0,0,5,0,0,1.6,45556,0,0,1,0,1260,3412,0,0,237,Everton,West Brom,Bournemouth,Arsenal,Swansea,3.7,4.4,2.7,2.1,3.5,3.7,3,3,2.8,3,4.1,3.1,4.9,4,2,3.9,3.8,1.8,3.7,3.1,3.9,3.1,4.4,19.5
Luka,Milivojevic,MID,CRY,4600000,3,32,2.3,5E-07,6.95652173913044E-06,0,64252,2,22,0,0,0,1,0,7,1093,-4,0,32,4,0.5,0,2.3,2,0,2,0,0,0.3,17455,0,0,0,0,1099,550,0,0,168,Bournemouth,Watford,Leicester,Swansea,Arsenal,2.2,1.4,1.3,2,2.3,1.2,1.5,1.9,1.2,1.4,2.3,1.6,1.8,1.9,1.3,1.3,1.7,1.6,1.8,1.5,2.1,1.3,2.2,43.3
James,Milner,DEF,LIV,6100000,2,30,2,3.27868852459016E-07,4.91803278688525E-06,0,250974,0,10,0,0,0,0,0,4.9,2729,-4,0,30,4,0.2,0,1.5,3,0,2,0,1,2.4,32852,0,0,0,1,648,1693,0,0,167,Everton,West Brom,Bournemouth,Arsenal,Swansea,1.6,2.1,1.1,1,1.5,1.6,1.3,1.3,1.2,1.3,1.9,1.3,2.4,1.8,1,1.7,2.2,1,1.7,1.3,1.8,1.3,2.1,54.4
Tyrone,Mings,DEF,BOU,4300000,0,0,0,0,0,0,15552,1,4,0,0,0,0,0,0,230,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2242,0,0,0,0,135,33,0,0,17,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Kevin,Mirallas,MID,EVE,6100000,0,5,0.333333333333333,5.46448087431694E-08,8.19672131147541E-07,0,108517,1,8,0,0,0,0,0,0.8,1055,-4,0,5,4,0.1,0,0.5,0,0,0,0,0,0.9,8098,0,0,0,0,135,137,0,0,19,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.9
Aleksandar,Mitrovic,FWD,NEW,4800000,0,9,0.6,1.25E-07,1.875E-06,0,133719,0,0,0,0,0,1,0,1.9,2570,-2,0,9,2,0.2,0,0.8,0,0,0,0,0,0.9,45155,0,0,0,0,87,1080,0,0,34,Leicester,Everton,Arsenal,West Ham,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.6
Henrikh,Mkhitaryan,MID,MUN,7700000,0,53,4.4,5.71428571428571E-07,6.88311688311688E-06,0,1715134,1,3,0,0,0,1,0,6.9,38955,-3,1,53,3,0,0,0.3,4,0,8,0,5,7.7,1579024,0,0,0,1,804,1050,-1,0,198,Man City,Bournemouth,West Brom,Leicester,Burnley,3.8,5.9,3.4,3.2,5.3,5.2,3.8,5.3,3.5,3,6.6,3.7,4.8,3.4,4.9,3.5,6.2,2.4,5.8,3.9,6,3.1,4.3,73.4
Jayson,Molumby,MID,BHA,4500000,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,37,0,0,0,Huddersfield,Tottenham,Burnley,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
