FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bojan,MID,STK,5500000,0,2,2,3.63636363636364E-07,3.63636363636364E-07,0,6054,0,1,0,0,0,0,0,0.4,179,0,0,2,0,0,0,0,0,0,0,0,0,0.1,1852,0,0,0,0,71,5,0,0,5,Man City,Bournemouth,Watford,Leicester,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
Yannick,Bolasie,MID,EVE,6400000,0,0,0,0,0,0,3183,0,0,0,0,0,0,0,0,168,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,397,0,0,0,0,0,45,0,0,0,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaetan,Bong,DEF,BHA,4400000,1,1,0.0476190476190476,1.08225108225108E-08,2.27272727272727E-07,0,3384,0,2,0,0,0,0,0,0.2,162,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,406,0,0,0,0,90,75,0,0,13,Everton,West Ham,Southampton,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Wilfried,Bony,FWD,SWA,6000000,1,7,0.333333333333333,5.55555555555556E-08,1.16666666666667E-06,0,34206,1,2,0,0,0,0,0,1.2,9511,0,0,7,0,0.3,0,2,0,0,0,0,1,0.5,53815,0,0,0,0,168,2002,0,0,15,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.1
Artur,Boruc,GLK,BOU,4300000,0,0,0,0,0,0,109207,0,0,0,0,0,0,0,0,7172,-2,1,0,2,0,0,0,0,0,0,0,0,2.1,2666,0,0,0,0,0,491,-1,0,0,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5700000,1,4,0.19047619047619,3.34168755221387E-08,7.01754385964912E-07,0,7626,0,3,0,0,0,0,0,0.7,329,-3,0,4,3,0.1,0,0.3,0,0,0,0,0,0.1,1164,0,0,0,0,118,164,0,0,20,Newcastle,West Brom,Brighton,Burnley,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.1
,Brad Smith,DEF,BOU,4000000,0,0,0,0,0,0,99835,0,0,0,0,0,0,0,0,14334,0,0,0,0,0,0,0,0,0,0,0,0,3.6,48516,0,0,0,0,0,1408,0,0,0,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5500000,3,25,3.6,6.54545454545455E-07,4.54545454545455E-06,0,64245,2,5,0,0,0,0,0,4.5,11957,0,0,25,0,0.7,0,4,4,0,3,0,2,2.5,157362,0,0,0,0,617,23545,0,0,95,West Ham,Man City,Newcastle,Southampton,Swansea,5,2.9,3.9,4.5,3.6,5.4,4.1,3.7,2.1,3.6,3,2.1,2.3,3.7,3.6,4.6,2.4,3.7,2.1,5.4,2.7,4.7,3.2,2.8,3.3,4.3,4,3.2,3.9,2.8,4.5,43.6
Claudio,Bravo,GLK,MCI,4800000,0,1,0.0476190476190476,9.92063492063492E-09,2.08333333333333E-07,0,27893,0,0,0,0,0,0,0,0.2,1912,-2,0,1,2,0,0,0,0,0,0,0,0,0.5,5652,0,0,0,0,44,325,0,0,4,Stoke,Burnley,West Brom,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Miguel,Britos,DEF,WAT,4500000,0,10,0.476190476190476,1.05820105820106E-07,2.22222222222222E-06,0,114174,1,3,0,0,0,1,0,2.2,4298,0,0,10,0,0,0,0,0,0,1,0,0,1.1,111881,0,0,0,0,203,169,0,1,40,Arsenal,Chelsea,Stoke,Everton,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,11.1
Leon,Britton,MID,SWA,4500000,2,5,0.238095238095238,5.29100529100529E-08,1.11111111111111E-06,0,4791,1,0,0,0,0,0,0,1.1,340,0,0,5,0,0.2,0,0.7,0,0,2,0,0,0.1,2756,0,0,0,0,141,348,0,0,18,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
Isaiah,Brown,MID,BHA,5300000,2,3,0.142857142857143,2.69541778975741E-08,5.66037735849057E-07,0,2971,0,2,0,0,0,0,0,0.6,101,-2,0,3,2,0.1,0,0.7,0,0,0,0,0,0,275,0,0,0,0,98,125,0,0,9,Everton,West Ham,Southampton,Swansea,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.4
,Bruno,DEF,BHA,4500000,1,17,2.8,6.22222222222222E-07,3.77777777777778E-06,0,8291,1,6,0,0,0,0,0,3.8,1045,0,0,17,0,0.6,0,2.7,2,0,2,0,0,0.3,6075,0,0,0,0,466,1033,0,0,92,Everton,West Ham,Southampton,Swansea,Stoke,3.1,1.4,2.9,2.4,3.5,1.4,4.1,3.6,2.2,2.7,2.9,2.8,2.3,1.7,3.4,2.1,2.5,2.8,4.1,1.7,2.3,4.1,1.4,1.4,2.8,3.3,3.1,2.5,2.2,2.5,1.4,12.7
Chris,Brunt,MID,WBA,5500000,2,19,3.8,6.90909090909091E-07,3.45454545454545E-06,0,94531,0,2,0,0,0,0,0,3.5,7315,0,0,19,0,0.3,0,1.7,3,0,3,0,1,1.2,118395,0,0,0,0,402,652,0,0,90,Leicester,Southampton,Man City,Huddersfield,Chelsea,3.3,4.2,2.9,3.3,3.7,4,4.9,5.1,5.2,2.1,3.2,2.8,5.7,5.7,2.8,4.8,4.1,2.5,3.7,4.1,4.1,4,5,3.7,3.8,4.6,1.9,4.6,3.3,2.9,4.3,21.8
Harry,Bunn,MID,HUD,4500000,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,4,0,0,0,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Burke,MID,WBA,5400000,0,5,0.238095238095238,4.40917107583774E-08,9.25925925925926E-07,0,2199,0,1,0,0,0,0,0,0.9,238,-1,0,5,1,0,0,0,0,0,0,0,1,0,3265,0,0,0,0,35,52,0,0,16,Leicester,Southampton,Man City,Huddersfield,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.6
Jack,Butland,GLK,STK,5000000,2,22,3.1,6.2E-07,4.4E-06,0,63424,0,11,0,20,0,0,0,4.4,9594,0,0,22,0,0.2,0,1,3,0,1,0,0,3.5,84627,0,0,0,1,630,1049,0,0,119,Man City,Bournemouth,Watford,Leicester,Brighton,1.8,3.8,3.9,3.1,2.7,3.7,4,2.6,3.4,2.8,4.6,4.2,2.8,2.9,3.7,1.6,3.7,3.2,2.2,4.6,1.7,3.5,2.3,3.4,1.6,2.8,1.9,3.2,1.8,4.4,3,17.3
Sam,Byram,DEF,WHU,4400000,0,0,0,0,0,0,5502,0,0,0,0,0,0,0,0,425,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,797,0,0,0,0,0,95,0,0,0,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Caballero,GLK,CHE,4900000,0,0,0,0,0,0,2930,0,0,0,0,0,0,0,0,215,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,399,0,0,0,0,0,33,0,0,0,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yohan,Cabaye,MID,CRY,5400000,2,7,1.4,2.59259259259259E-07,1.2962962962963E-06,0,15862,2,8,0,0,0,0,0,1.3,1093,-1,1,7,1,0.2,0,1.3,1,0,0,0,0,0.3,4126,0,0,0,0,358,464,-1,0,62,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.7,0.7,1.4,0.9,1.3,0.9,0.7,0.7,1.2,0.7,0.7,1.4,1.6,0.7,1,0.7,0.7,0.7,1,1,0.7,0.7,1,0.7,0.9,0.9,1,0.9,1,0.7,0.8,26.6
Gary,Cahill,DEF,CHE,6300000,2,7,0.333333333333333,5.29100529100529E-08,1.11111111111111E-06,0,475806,0,4,0,0,0,0,0,1.1,9835,-2,0,7,2,0.5,0,3.3,1,0,1,0,0,3.7,19858,0,0,0,0,224,4036,0,1,35,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.1
,Callum Wilson,FWD,BOU,5900000,0,0,0,0,0,0,1318,0,0,0,0,0,0,0,0,73,-1,0,0,1,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,50,0,0,0,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic,Calvert-Lewin,FWD,EVE,5000000,1,16,2.3,4.6E-07,3.2E-06,0,98045,1,7,0,0,0,0,0,3.2,13689,0,0,16,0,0.3,0,1.3,0,0,1,0,2,2.2,166036,0,0,0,0,447,15285,0,0,34,Brighton,Arsenal,Leicester,Watford,Crystal Palace,1.4,3,1.4,1.6,2.4,1.7,2.9,1.8,1.2,1.2,1.5,1.3,1.3,1.6,1.8,1.7,2.3,2.4,1.2,3,2.1,1.5,2.8,1.7,1.5,2.8,1.8,2.2,1.3,1.5,1.2,37.7
Geoff,Cameron,DEF,STK,4400000,2,13,2.6,5.90909090909091E-07,2.95454545454545E-06,0,23135,0,3,0,0,0,0,0,3,1139,-1,0,13,1,0.2,0,0.7,0,0,1,0,0,0.4,17959,0,0,0,0,383,1283,0,0,65,Man City,Bournemouth,Watford,Leicester,Brighton,1.3,3,3,2.4,2,3.1,3.1,2,2.7,2.1,3.7,3.3,2.2,2.2,2.8,1.3,2.8,2.4,1.6,3.7,1.3,2.7,1.7,2.7,1.3,2.1,1.4,2.4,1.4,3.7,2.3,12.5
Emre,Can,MID,LIV,5000000,0,15,3,6E-07,3E-06,0,268686,2,11,0,0,0,0,0,3,32785,0,0,15,0,0.4,0,2,0,0,1,0,2,6.5,221314,0,0,0,0,426,12701,0,0,92,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,2.4,2.3,3.1,1.5,2.8,2.9,1.5,1.5,4.4,3.4,2.1,1.5,3.5,3.8,2,2.2,3.3,1.8,2.2,2.4,4.5,3.8,1.5,2.2,2.6,2.4,4.2,1.5,3.5,2.4,3.7,28
Etienne,Capoue,MID,WAT,5200000,2,9,0.428571428571429,8.24175824175824E-08,1.73076923076923E-06,0,231431,1,4,0,0,0,1,0,1.7,14020,-3,0,9,3,0.2,0,1,0,0,0,0,0,2.4,35044,0,0,0,0,136,924,0,0,36,Arsenal,Chelsea,Stoke,Everton,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.5
Michael,Carrick,MID,MUN,4300000,0,0,0,0,0,0,60081,0,0,0,0,0,0,0,0,11339,-2,0,0,2,0,0,0,0,0,0,0,0,1.3,55524,0,0,0,0,0,15491,0,0,0,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre,Carrillo,MID,WAT,5500000,2,13,0.619047619047619,1.12554112554113E-07,2.36363636363636E-06,0,1143,0,9,0,0,0,0,0,2.4,368,0,0,13,0,0.5,0,3,0,0,1,0,1,0,2964,0,0,0,0,370,346,0,0,49,Arsenal,Chelsea,Stoke,Everton,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.9
Andy,Carroll,FWD,WHU,5900000,1,6,1.5,2.54237288135593E-07,1.01694915254237E-06,0,13877,2,3,0,0,0,0,0,1,4195,-1,0,6,1,0.2,0,1.3,0,0,3,0,0,0.5,29845,0,0,0,0,314,5897,0,0,0,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0.8,1.7,0.9,1.7,0.8,1.4,0.8,0.8,0.8,1.8,0.8,1.3,0.8,0.8,1.3,0.8,1.7,1.8,0.8,0.9,0.8,0.8,1,1,0.9,0.8,1.7,0.8,0.9,0.8,1.7,20.7
Tom,Carroll,MID,SWA,4500000,2,16,2.3,5.11111111111111E-07,3.55555555555556E-06,0,161993,1,8,0,0,0,0,0,3.6,24031,0,0,16,0,0.4,0,2,0,0,3,0,0,6.1,178850,0,0,0,0,625,23738,0,0,90,Huddersfield,Leicester,Arsenal,Brighton,Burnley,1.2,1.7,1.5,1.6,2.3,2,2.6,1.7,1.4,1.2,2.5,1.8,1.4,2.5,1.2,2.1,1.5,2.7,2.1,1.2,1.6,2.3,2.1,1.2,1.2,1.8,2.2,1.6,1.2,2.3,1.5,31.2
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,6,0,0,0,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4500000,0,1,0.0476190476190476,1.05820105820106E-08,2.22222222222222E-07,0,769,0,0,0,0,0,0,0,0.2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,19,7,0,0,4,Arsenal,Chelsea,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Santiago,Cazorla,MID,ARS,7000000,0,0,0,0,0,0,1396,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,39,0,0,0,Watford,Everton,Swansea,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petr,Cech,GLK,ARS,5500000,6,34,4.9,8.90909090909091E-07,6.18181818181818E-06,0,98709,0,8,0,18,0,0,0,6.2,10180,0,0,34,0,1.3,0,7.3,3,0,4,0,0,5.7,48732,0,0,0,0,630,8561,0,0,151,Watford,Everton,Swansea,Man City,Tottenham,4.8,2.4,6,2.4,6.2,3.2,7.4,6.2,4.2,2.4,7.4,7.4,3.5,3.1,6.3,2.4,7.4,3.6,7.1,4.1,5.5,2.8,6.8,2.4,7.4,6.9,2.4,7.4,2.4,6.8,3.2,17.2
,Cedric,DEF,SOU,5000000,1,23,3.3,6.6E-07,4.6E-06,0,293483,0,7,0,0,0,0,0,4.6,45025,0,0,23,0,0.6,0,3,0,0,3,0,0,9.3,188511,0,0,0,0,622,14509,0,0,110,Newcastle,West Brom,Brighton,Burnley,Liverpool,2.9,3.5,3.9,2.5,3,2.7,2.9,3.4,4.1,2.4,4.2,2.9,4.7,2.6,3.8,4.9,2,4,4,3.3,4.1,3.2,3.4,4.3,3.1,2.2,2.1,2.7,3.1,3,1.6,29.4
Nacer,Chadli,MID,WBA,5700000,0,0,0,0,0,0,28926,0,0,0,0,0,0,0,0,971,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,2713,0,0,0,0,0,172,0,0,0,Leicester,Southampton,Man City,Huddersfield,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Chalobah,MID,WAT,4500000,0,12,2.4,5.33333333333333E-07,2.66666666666667E-06,0,125543,1,7,0,0,0,0,0,2.7,24563,0,0,12,0,0.2,0,0.7,0,0,3,0,0,2,123413,0,0,0,0,429,317,0,0,37,Arsenal,Chelsea,Stoke,Everton,West Ham,0,0,0,0,0,2.3,1.2,1.2,2.5,2.9,1.2,1.8,1.7,1.4,1.7,1.2,2.3,1.9,1.2,2,2.2,1.4,1.7,1.5,2,1.2,2.3,1.7,2.7,1.6,1.4,19.6
,Chamberlain,MID,LIV,5800000,1,10,0.476190476190476,8.21018062397373E-08,1.72413793103448E-06,0,178762,0,11,0,0,0,0,0,1.7,13513,-2,0,10,2,0.2,0,1,0,0,0,0,0,1.8,82617,0,0,0,0,314,1793,0,0,75,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,26.8
Calum,Chambers,DEF,ARS,4800000,0,0,0,0,0,0,16743,0,0,0,0,0,0,0,0,758,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1615,0,0,0,0,0,22,0,0,0,Watford,Everton,Swansea,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,7000000,2,27,3.9,5.57142857142857E-07,3.85714285714286E-06,0,1033522,2,13,0,0,0,3,0,3.9,127091,0,0,27,0,0.4,0,3,3,0,3,0,0,18.6,950573,0,0,0,1,575,62695,0,0,93,Burnley,Brighton,Crystal Palace,Liverpool,Watford,2.5,5.8,3.6,5.8,3.5,5.5,2.8,2,3.6,5.8,2.8,5.2,2.7,2.8,5.3,2.1,5.8,5.8,2.3,4.1,2,2.9,4.4,4.4,4,2.4,5.8,2,4,2.2,5.8,44
Benjamin,Chilwell,DEF,LEI,4400000,0,3,0.142857142857143,3.24675324675325E-08,6.81818181818182E-07,0,12487,0,4,0,0,0,0,0,0.7,1392,-1,0,3,1,0.2,0,1,0,0,0,0,0,0.3,3167,0,0,0,0,180,325,0,0,26,West Brom,Swansea,Everton,Stoke,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.8
Eric Maxim,Choupo-Moting,MID,STK,5600000,5,30,4.3,7.67857142857143E-07,5.35714285714286E-06,0,142072,0,10,0,0,0,2,0,5.4,41849,1,0,30,-1,0.5,0,3,3,0,1,0,1,6.2,421066,0,0,0,1,558,56706,0,0,66,Man City,Bournemouth,Watford,Leicester,Brighton,2.9,6.4,4.6,5.9,3,5,5.5,5.5,4.6,4.2,6.4,5.4,3.9,4.8,5.8,2.3,5,3.6,4.3,5.8,3.9,4.8,3.6,6.4,2.8,3.7,3.3,4.7,2.5,6.1,6,59.2
Andreas,Christensen,DEF,CHE,5500000,2,13,0.619047619047619,1.12554112554113E-07,2.36363636363636E-06,0,6982,0,5,0,0,0,0,0,2.4,1251,0,0,13,0,0.5,0,3,0,0,1,0,0,0.2,8162,0,0,0,0,345,2067,0,0,77,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,11.8
Ciaran,Clark,DEF,NEW,4500000,2,29,4.1,9.11111111111111E-07,6.44444444444444E-06,0,79365,1,6,0,0,0,1,0,6.4,13892,0,0,29,0,0.4,0,1.7,3,0,2,0,0,3.2,179791,0,0,0,1,630,9564,0,0,126,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,5.3,5.8,4.5,5.5,2.6,4.7,4.3,4.6,4.6,5,2.2,3.2,3.5,6.1,3.6,3.9,3,4.7,5,4.1,3.6,3.1,4.8,5.2,5.3,2.8,6.1,3.1,5.9,5.7,4.2,23.6
Jordy,Clasie,MID,SOU,4400000,0,0,0,0,0,0,15513,0,0,0,0,0,0,0,0,731,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,3871,0,0,0,0,0,55,0,0,0,Newcastle,West Brom,Brighton,Burnley,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,5000000,2,20,2.9,5.8E-07,4E-06,0,12979,0,10,0,0,0,0,0,4,2433,0,0,20,0,0.4,0,2,0,0,3,0,1,0.4,18817,0,0,0,0,603,2012,0,0,87,Arsenal,Chelsea,Stoke,Everton,West Ham,3.5,3.6,2,3.6,3.1,3,1.4,1.4,3.3,3.8,1.7,2.4,2.3,2,2.3,1.4,3,2.6,1.4,2.6,2.9,1.9,2.3,2.1,2.7,1.5,3,2.4,3.5,2.2,1.9,22.4
Sam,Clucas,MID,SWA,5000000,1,10,2,4E-07,2E-06,0,2498,0,3,0,0,0,0,0,2,369,0,0,10,0,0.3,0,1.7,0,0,2,0,0,0,4196,0,0,0,0,318,222,0,0,47,Huddersfield,Leicester,Arsenal,Brighton,Burnley,1,1.3,1.2,1.3,1.8,1.6,2.1,1.4,1.1,1,2.1,1.4,1.1,2,1,1.7,1.2,2.2,1.7,1,1.3,1.9,1.7,1,1,1.4,1.7,1.2,1,1.9,1.1,7.7
Nathaniel,Clyne,DEF,LIV,5300000,0,0,0,0,0,0,24279,0,0,0,0,0,0,0,0,1030,-2,1,0,2,0,0,0,0,0,0,0,0,0.3,875,0,0,0,0,0,49,-1,0,0,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,32775,0,0,0,0,0,0,0,0,2441,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,18146,0,0,0,0,0,1264,0,0,0,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Coleman,GLK,HUD,4000000,0,0,0,0,0,0,30706,0,0,0,0,0,0,0,0,2746,0,0,0,0,0,0,0,0,0,0,0,0,1.7,14807,0,0,0,0,0,1557,0,0,0,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,6400000,0,0,0,0,0,0,6761,0,0,0,0,0,0,0,0,412,-1,1,0,1,0,0,0,0,0,0,0,0,0.3,460,0,0,0,0,0,53,-1,0,0,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Collins,DEF,WHU,4300000,0,8,0.380952380952381,8.859357696567E-08,1.86046511627907E-06,0,12336,0,3,0,0,0,0,0,1.8,1275,-2,1,8,2,0.1,0,0.3,0,0,1,0,0,0.2,6206,0,0,0,0,237,56,-1,0,44,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.7
Francis,Coquelin,MID,ARS,4400000,0,2,0.0952380952380952,2.16450216450216E-08,4.54545454545455E-07,0,24599,0,2,0,0,0,0,0,0.5,2013,-1,1,2,1,0,0,0,0,0,0,0,0,0.6,7533,0,0,0,0,68,1676,-1,0,9,Watford,Everton,Swansea,Man City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
Jack,Cork,MID,BUR,4500000,3,18,2.6,5.77777777777778E-07,4E-06,0,108777,2,5,0,0,0,0,0,4,13915,0,0,18,0,0.4,0,2,0,0,3,0,1,3.9,247792,0,0,0,0,630,24746,0,0,101,West Ham,Man City,Newcastle,Southampton,Swansea,3.2,1.7,2.4,2.8,2.2,3.6,2.5,2.3,1.3,2.2,1.8,1.3,1.3,2.3,2.2,2.9,1.4,2.2,1.3,3.6,1.6,3,1.9,1.7,2,2.7,2.5,1.9,2.4,1.7,2.8,25.8
