FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Joseph,Gomez,DEF,LIV,4700000,6,71,3.5,7.4468085106383E-07,1.51063829787234E-05,0,391235,2,20,0,0,0,0,0,15.1,3310,2,0,71,-2,0.6,0,3,6,0,7,0,2,6.1,657539,0,0,0,2,1631,8956,0,0,409,Tottenham,Southampton,West Ham,Newcastle,Man Utd,4,3.6,4.8,3.6,2.7,4.4,4.2,2.4,3.6,2.9,4.4,3.4,4.7,64.4
Dan,Gosling,MID,BOU,4800000,3,34,1.36,2.83333333333333E-07,7.08333333333333E-06,0,6469,3,19,0,0,0,1,0,7.1,59,-2,0,34,2,0.4,0,1.7,2,0,1,0,1,0.1,5875,0,0,0,0,1002,43,0,0,142,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0.8,0.7,0.8,0.7,0.7,1,0.7,0.8,0.7,0.7,0.7,0.8,0.7,48.9
Yoan,Gouffran,MID,NEW,5000000,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max,Gradel,MID,BOU,5000000,0,0,0,0,0,0,4003,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee,Grant,GLK,STK,4200000,0,5,0.2,4.76190476190476E-08,1.19047619047619E-06,0,26479,0,7,0,8,0,0,0,1.2,86,-3,0,5,3,0,0,0,0,0,0,0,0,0.3,8772,0,0,0,0,270,79,0,0,44,Bournemouth,Brighton,Leicester,Southampton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.3
Andre,Gray,FWD,WAT,6300000,1,64,2.7,4.28571428571429E-07,1.01587301587302E-05,0,268237,1,25,0,0,0,4,0,10.2,3718,-2,0,64,2,0.6,0,3.8,3,0,5,0,3,1.8,246457,0,0,0,0,1244,422,0,0,188,Chelsea,West Ham,Everton,West Brom,Arsenal,1.7,2.3,2.7,2.8,1.7,1.9,2.6,2.3,2.3,2.7,1.9,2.6,1.8,89.7
Demarai,Gray,MID,LEI,5300000,2,56,2.3,4.33962264150943E-07,1.05660377358491E-05,0,128094,2,21,0,0,0,3,0,10.6,751,-2,0,56,2,0.2,0,1.3,2,0,3,0,1,0.8,126399,0,0,0,0,1160,390,0,0,213,Swansea,Man City,Stoke,Bournemouth,West Brom,2,1.2,2,2,1.5,2.3,1.3,2.1,1.4,1.9,1.3,2.2,1.2,76.6
Robert,Green,GLK,HUD,4000000,0,0,0,0,0,0,4845,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0.2,12007,0,0,0,0,0,74,0,0,0,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal,Gro?,MID,BHA,5800000,2,107,4.3,7.41379310344828E-07,1.8448275862069E-05,0,1302371,1,29,0,0,0,4,0,18.4,15644,3,0,107,-3,0.3,0,2,17,0,8,0,5,14.9,1984018,0,0,0,1,1899,12923,0,0,406,West Ham,Stoke,Swansea,Arsenal,Everton,5.4,3.6,5.2,5.6,4.4,2.6,5.1,5.9,3.5,4.5,3.8,4.3,2.8,151.3
Marko,Grujic,MID,LIV,4200000,0,3,1,2.38095238095238E-07,7.14285714285714E-07,0,48577,0,0,0,0,0,0,0,0.7,277,-3,0,3,3,0,0,0,0,0,0,0,0,0.5,51835,0,0,0,0,14,9,0,0,9,Tottenham,Southampton,West Ham,Newcastle,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,2,70,2.9,5.8E-07,1.4E-05,0,36892,2,19,0,0,0,1,0,14,1587,0,0,70,0,0.4,0,2,1,0,8,0,5,0.8,75819,0,0,0,0,1860,1020,0,0,287,Man City,Swansea,Southampton,Everton,West Ham,1.6,2.4,2.6,3.4,2.3,2.2,2.3,2.3,2.7,2.1,2.7,1.9,2.8,127.5
Idrissa,Gueye,MID,EVE,4800000,2,48,2.2,4.58333333333333E-07,1E-05,0,62270,4,32,0,0,0,1,0,10,166,-2,0,48,2,0.3,0,1.3,2,0,5,0,0,0.8,29828,0,0,0,0,1849,64,0,1,339,Arsenal,Crystal Palace,Watford,Burnley,Brighton,1.1,1.9,1.3,1.3,1.9,1.2,1.1,1.4,1.4,2,1.3,1.8,1.3,60.9
Ilkay,Gundogan,MID,MCI,5300000,1,44,1.76,3.32075471698113E-07,8.30188679245283E-06,0,72666,0,7,0,0,0,2,0,8.3,2342,-2,0,44,2,0.7,0,3.5,5,0,2,0,2,0.8,92782,0,0,0,2,611,1877,0,0,185,Burnley,Leicester,Arsenal,Chelsea,Stoke,1,1.2,0.9,0.9,0.9,1.2,1.2,0.9,0.9,1.2,1,1.5,1.1,55.3
Florent,Hadergjonaj,DEF,HUD,4500000,1,20,0.8,1.77777777777778E-07,4.44444444444444E-06,0,1566,1,17,0,0,0,0,0,4.4,13,0,0,20,0,0.2,0,0.7,2,0,1,0,1,0,1893,0,0,0,0,690,7,0,0,132,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.5,0.4,0.4,0.4,0.6,25.5
Massadio,Haidara,DEF,NEW,3900000,0,0,0,0,0,0,95318,0,0,0,0,0,0,0,0,698,-1,0,0,1,0,0,0,0,0,0,0,0,1.7,100637,0,0,0,0,0,1005,0,0,0,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,0,3,0,0,0,Brighton,Watford,Liverpool,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Hamer,GLK,LEI,4400000,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,802,0,0,0,0,0,13,0,0,0,Swansea,Man City,Stoke,Bournemouth,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Hanley,DEF,NEW,4000000,0,0,0,0,0,0,84511,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5762,0,0,0,0,0,2,0,0,0,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rekeem,Harper,MID,WBA,4500000,0,1,0.04,8.88888888888889E-09,2.22222222222222E-07,0,2151,0,0,0,0,0,0,0,0.2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1353,0,0,0,0,20,3,0,0,6,Southampton,Chelsea,Huddersfield,Watford,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Joe,Hart,GLK,WHU,4300000,0,45,3.2,7.44186046511628E-07,1.04651162790698E-05,0,490302,0,30,0,39,0,0,0,10.5,2003,-2,0,45,2,0,0,0,3,0,3,0,1,5.3,147596,0,0,1,1,1260,371,0,0,261,Brighton,Watford,Liverpool,Swansea,Burnley,3.1,3.9,2.8,2.5,3.7,3.6,3.7,2.9,3.9,2.7,3,2.4,3.2,30.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0,0,0,0,2157,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4927,0,0,0,0,0,32,0,0,0,Bournemouth,Brighton,Leicester,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac,Hayden,MID,NEW,4400000,0,34,1.8,4.09090909090909E-07,7.72727272727273E-06,0,26570,7,22,0,0,0,1,0,7.7,85,-1,0,34,1,0.2,0,0.7,0,0,3,0,0,0.2,24985,0,0,0,0,1272,88,0,0,148,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.9,1,1.2,0.9,1.2,0.9,1.6,1,1.4,1.3,1.5,1.1,1,54.3
Eden,Hazard,MID,CHE,10700000,2,114,5.4,5.04672897196262E-07,1.06542056074766E-05,0,993514,1,12,0,0,0,8,0,10.7,12151,2,-1,114,-2,0.7,0,7.3,18,0,8,0,4,8.4,1284193,0,0,0,4,1428,6452,1,0,424,Watford,West Brom,Man Utd,Man City,Crystal Palace,6,7.3,4.2,4.3,6.5,5.9,5.8,7,6.2,7.5,6.3,5.5,6.5,195.4
Tom,Heaton,GLK,BUR,4700000,0,8,0.32,6.80851063829787E-08,1.70212765957447E-06,0,360196,0,4,0,8,0,0,0,1.7,307,-3,0,8,3,0,0,0,0,0,0,0,0,1.5,18772,0,0,0,0,305,19,0,0,48,Man City,Swansea,Southampton,Everton,West Ham,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.04,9.52380952380952E-09,2.38095238095238E-07,0,8727,0,0,0,0,0,0,0,0.2,13,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,2510,0,0,0,0,1,11,0,0,4,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4600000,1,76,3,6.52173913043478E-07,1.65217391304348E-05,0,1218243,3,33,0,0,0,1,0,16.5,6862,1,0,76,-1,0.6,0,2.8,7,0,7,0,0,19,1714841,0,0,0,1,2216,12077,0,0,423,Southampton,Chelsea,Huddersfield,Watford,Leicester,3.5,2.5,3.7,3,3.2,2.1,3.5,3.1,2,3.5,2.2,3.3,3.4,82.7
Tomer,Hemed,FWD,BHA,4800000,0,43,2.7,5.625E-07,8.95833333333333E-06,0,247243,0,8,0,0,0,2,0,9,1841,-2,0,43,2,0.1,0,0.7,5,0,3,0,2,1.2,281159,0,0,0,0,842,529,0,0,110,West Ham,Stoke,Swansea,Arsenal,Everton,2.9,2.4,2.7,2.9,1.9,1.9,3,3.2,2.1,2.5,1.9,2.7,1.6,44.2
Jordan,Henderson,MID,LIV,5300000,3,49,2.9,5.47169811320755E-07,9.24528301886792E-06,0,161791,1,18,0,0,0,1,0,9.2,125,-2,0,49,2,0.2,0,1,3,0,7,0,1,1.1,122625,0,0,0,0,1354,256,0,0,240,Tottenham,Southampton,West Ham,Newcastle,Man Utd,2.4,2.2,3,2.9,1.4,2.5,1.9,2.5,2.9,2.2,2.8,1.9,2.9,66.7
Jeff,Hendrick,MID,BUR,5400000,2,64,2.9,5.37037037037037E-07,1.18518518518519E-05,0,21674,0,16,0,0,0,2,0,11.9,137,-1,0,64,1,0.4,0,2,1,0,8,0,1,0.2,22216,0,0,0,0,1706,68,0,0,218,Man City,Swansea,Southampton,Everton,West Ham,1.6,2.4,2.6,3.4,2.3,2.2,2.3,2.3,2.7,2.1,2.7,1.9,2.8,72.7
Wayne,Hennessey,GLK,CRY,4300000,2,51,3.6,8.37209302325581E-07,1.18604651162791E-05,0,87907,0,24,0,50,0,0,0,11.9,717,-2,0,51,2,0.8,0,3.5,7,0,3,0,0,1.5,85498,0,0,0,0,1260,3245,0,0,270,Newcastle,Everton,Tottenham,Man Utd,Chelsea,3.8,2.5,4.2,4.2,3.5,3.2,4.4,3,4.9,4.1,4,3.5,4.4,36.2
Dion,Henry,GLK,CRY,4000000,0,0,0,0,0,0,2540,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5930,0,0,0,0,0,56,0,0,0,Newcastle,Everton,Tottenham,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ander,Herrera,MID,MUN,5000000,1,29,1.16,2.32E-07,5.8E-06,0,193566,4,11,0,0,0,0,0,5.8,198,-5,0,29,5,0.1,0,0.7,0,0,3,0,1,1.2,26780,0,0,0,0,871,102,0,0,142,Huddersfield,Newcastle,Chelsea,Crystal Palace,Liverpool,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.8,0.6,0.6,43.6
Wesley,Hoedt,DEF,SOU,5000000,1,34,2.3,4.6E-07,6.8E-06,0,6516,4,22,0,0,0,0,0,6.8,141,0,0,34,0,0.3,0,1.3,3,0,2,0,1,0.1,9110,0,0,0,0,1350,52,0,0,275,West Brom,Liverpool,Burnley,Stoke,Newcastle,1.6,2.2,2,2.3,1.6,1.6,2.1,1.7,2,1.5,1.7,1.3,1.6,51.3
Jonathan,Hogg,MID,HUD,4400000,2,29,1.7,3.86363636363636E-07,6.59090909090909E-06,0,32285,3,27,0,0,0,0,0,6.6,108,-1,0,29,1,0.4,0,1.7,0,0,4,0,0,0.3,41036,0,0,0,0,1278,95,0,1,224,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0.8,1.3,0.8,0.8,1.3,1.3,0.9,0.8,1.1,0.8,1.7,0.8,1.5,32.3
Pierre-Emile,H?jbjerg,MID,SOU,4300000,2,20,0.8,1.86046511627907E-07,4.65116279069767E-06,0,29619,3,14,0,0,0,0,0,4.7,185,-2,0,20,2,0.4,0,1.8,0,0,1,0,0,0.4,30051,0,0,0,0,836,297,0,0,147,West Brom,Liverpool,Burnley,Stoke,Newcastle,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,34.3
Rob,Holding,DEF,ARS,4500000,0,12,0.48,1.06666666666667E-07,2.66666666666667E-06,0,104343,2,12,0,0,0,0,0,2.7,483,-5,0,12,5,0.2,0,1,0,0,1,0,1,0.6,24748,0,0,0,0,443,77,0,0,101,Everton,Tottenham,Man City,Brighton,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.4
Jose,Holebas,DEF,WAT,4800000,5,40,2.5,5.20833333333333E-07,8.33333333333333E-06,0,61784,4,28,0,0,0,0,0,8.3,103,-2,0,40,2,0.3,0,1.3,3,0,3,0,3,0.4,49615,0,0,0,0,1301,65,0,0,232,Chelsea,West Ham,Everton,West Brom,Arsenal,2.2,2.5,2,2.4,2,2.1,1.9,2.4,2,3.5,1.9,2,1.8,72.6
Mason,Holgate,DEF,EVE,4300000,0,35,1.4,3.25581395348837E-07,8.13953488372093E-06,0,145834,3,14,0,0,0,0,0,8.1,2960,-2,0,35,2,0.2,0,0.7,0,0,4,0,0,2,184718,0,0,0,0,1170,513,0,0,208,Arsenal,Crystal Palace,Watford,Burnley,Brighton,0.7,1.8,0.9,0.8,1.3,0.7,0.8,1.1,0.7,0.9,0.7,1.1,0.8,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0,0,0,0,18176,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1185,0,0,0,0,0,5,0,0,0,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum,Hudson-Odoi,MID,CHE,4500000,1,1,0.04,8.88888888888889E-09,2.22222222222222E-07,0,88,0,1,0,0,0,0,0,0.2,4,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,168,0,0,0,0,25,47,0,0,8,Watford,West Brom,Man Utd,Man City,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Will,Hughes,MID,WAT,4600000,0,26,1.04,2.26086956521739E-07,5.65217391304348E-06,0,71950,0,6,0,0,0,2,0,5.7,187,-4,0,26,4,0,0,0,3,0,2,0,1,0.2,64542,0,0,0,1,323,9,0,0,89,Chelsea,West Ham,Everton,West Brom,Arsenal,0.5,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.3
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.04,1.02564102564103E-08,2.56410256410256E-07,0,367866,0,1,0,0,0,0,0,0.3,1535,-1,0,1,1,0,0,0,0,0,0,0,0,6,314846,0,0,0,0,17,760,0,0,5,West Ham,Stoke,Swansea,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0,0,0,0,4908,0,0,0,0,0,0,0,0,15,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1460,0,0,0,0,0,31,0,0,0,Swansea,Man City,Stoke,Bournemouth,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson,Hyndman,MID,BOU,4500000,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,5,0,0,0,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordon,Ibe,MID,BOU,4800000,6,61,2.7,5.625E-07,1.27083333333333E-05,0,50868,1,22,0,0,0,1,0,12.7,821,-2,0,61,2,1.3,0,6,2,0,4,0,5,1,77486,0,0,0,0,1434,13155,0,0,221,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,2.4,2.1,2.5,1.9,2,2.8,2,2.4,1.4,1.9,2.1,2.5,2,118.8
Vicente,Iborra,MID,LEI,5700000,0,35,1.4,2.45614035087719E-07,6.14035087719298E-06,0,10566,0,15,0,0,0,1,0,6.1,35,-3,0,35,3,0.1,0,0.3,2,0,2,0,0,0.1,4308,0,0,0,0,1055,30,0,0,199,Swansea,Man City,Stoke,Bournemouth,West Brom,0.9,0.7,0.9,0.9,0.7,1,0.7,0.9,0.7,0.8,0.7,1,0.7,38.7
Zlatan,Ibrahimovic,FWD,MUN,9500000,0,5,0.2,2.10526315789474E-08,5.26315789473684E-07,0,38592,0,2,0,0,0,0,0,0.5,75,-5,0,5,5,0,0,0,0,0,0,0,0,0.2,37730,0,0,0,0,102,16,0,0,18,Huddersfield,Newcastle,Chelsea,Crystal Palace,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.6
Kelechi,Iheanacho,FWD,LEI,6500000,1,11,0.44,6.76923076923077E-08,1.69230769230769E-06,0,137582,1,5,0,0,0,0,0,1.7,185,-5,0,11,5,0,0,0.3,0,0,0,0,0,0.6,15659,0,0,0,0,269,214,0,0,21,Swansea,Man City,Stoke,Bournemouth,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.3
Giannelli,Imbula,MID,STK,4500000,0,0,0,0,0,0,8330,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,969,0,0,0,0,0,0,0,0,0,Bournemouth,Brighton,Leicester,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Ince,MID,HUD,5500000,1,62,2.6,4.72727272727273E-07,1.12727272727273E-05,0,90487,0,34,0,0,0,1,0,11.3,219,-5,0,62,5,0.2,0,1.3,3,0,6,0,1,0.4,32692,0,0,0,0,1978,32,0,0,202,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,1.3,2.6,1.6,1.3,2.6,2.5,1.8,1.4,2.2,1.4,3.1,1.3,2.8,104.8
Danny,Ings,FWD,LIV,5400000,0,3,0.12,2.22222222222222E-08,5.55555555555556E-07,0,6091,0,0,0,0,0,0,0,0.6,81,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0.1,3965,0,0,0,0,28,34,0,0,9,Tottenham,Southampton,West Ham,Newcastle,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.3
Stephen,Ireland,MID,STK,4500000,0,1,0.04,8.88888888888889E-09,2.22222222222222E-07,0,692,1,3,0,0,0,0,0,0.2,105,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,2003,0,0,0,0,90,25,0,0,1,Bournemouth,Brighton,Leicester,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Alex,Iwobi,MID,ARS,5100000,2,50,3.3,6.47058823529412E-07,9.80392156862745E-06,0,181383,1,14,0,0,0,2,0,9.8,2171,-4,0,50,4,0.7,0,3.5,1,0,6,0,2,0.9,80482,0,0,0,0,995,959,0,0,245,Everton,Tottenham,Man City,Brighton,Watford,4.4,1.6,2.4,2,3.3,2,3.7,3.5,2.5,3.9,1.6,3.5,2.3,105.7
,Izquierdo,MID,BHA,5900000,2,49,1.96,3.32203389830508E-07,8.30508474576271E-06,0,6503,1,16,0,0,0,2,0,8.3,72,-1,0,49,1,0.2,0,1.3,1,0,3,0,2,0.1,7970,0,0,0,0,931,56,0,0,145,West Ham,Stoke,Swansea,Arsenal,Everton,1.7,1,1.6,1.8,1.3,1,1.6,1.9,1,1.3,1,1.2,1,55.7
Jaroslaw,Jach,DEF,CRY,4500000,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,29,0,0,0,Newcastle,Everton,Tottenham,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Jagielka,DEF,EVE,4700000,2,28,1.12,2.38297872340426E-07,5.95744680851064E-06,0,341532,1,30,0,0,0,0,0,6,442,-3,0,28,3,0.1,0,0.3,4,0,2,0,0,2.4,106300,0,0,0,1,1264,166,0,0,242,Arsenal,Crystal Palace,Watford,Burnley,Brighton,0.6,1.3,0.6,0.6,0.9,0.6,0.6,0.8,0.6,0.6,0.6,0.7,0.6,38.7
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0,0,0,0,9146,0,0,0,0,0,0,0,0,29,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1228,0,0,0,0,0,35,0,0,0,Swansea,Man City,Stoke,Bournemouth,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matty,James,MID,LEI,4400000,2,19,0.76,1.72727272727273E-07,4.31818181818182E-06,0,25728,2,8,0,0,0,0,0,4.3,54,-1,0,19,1,0.5,0,2.3,0,0,4,0,0,0.2,17798,0,0,0,0,699,136,0,0,90,Swansea,Man City,Stoke,Bournemouth,West Brom,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,18
Daryl,Janmaat,DEF,WAT,4800000,0,30,1.2,2.5E-07,6.25E-06,0,26018,1,23,0,0,0,2,0,6.3,326,-2,0,30,2,0.4,0,2,3,0,0,0,1,0.2,23089,0,0,0,1,935,47,0,0,178,Chelsea,West Ham,Everton,West Brom,Arsenal,0.7,0.8,0.6,0.7,0.6,0.6,0.6,0.7,0.6,1.3,0.6,0.6,0.6,47.9
Vincent,Janssen,FWD,TOT,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,8926,0,0,0,0,0,0,0,0.1,6,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,967,0,0,0,0,1,0,0,0,2,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0,0,0,0,13349,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,732,0,0,0,0,0,0,0,0,0,Everton,Tottenham,Man City,Brighton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jese,MID,STK,5400000,0,26,1.04,1.92592592592593E-07,4.81481481481482E-06,0,584881,0,14,0,0,0,1,0,4.8,323,-6,0,26,6,0,0,0,2,0,1,0,1,1.9,577660,0,0,0,1,482,10,0,0,77,Bournemouth,Brighton,Leicester,Southampton,Man City,0,0,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.7
,Jesus,FWD,MCI,9900000,0,77,4.3,4.34343434343434E-07,7.77777777777778E-06,0,2240659,3,8,0,0,0,8,0,7.8,1776,-6,0,77,6,0,1,0,11,0,6,0,4,4.8,1832809,0,0,0,2,1007,64,0,0,272,Burnley,Leicester,Arsenal,Chelsea,Stoke,0,5.4,3.5,3.7,5.2,5.5,4.5,4.9,3.9,5,4.5,5.8,5.1,136.5
,Joao Mario,MID,WHU,6500000,2,2,0.08,1.23076923076923E-08,3.07692307692308E-07,0,592,0,1,0,0,0,0,0,0.3,315,0,0,2,0,0.3,0,2,0,0,0,0,0,0.1,6070,0,0,0,0,90,1749,0,0,9,Brighton,Watford,Liverpool,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
,Joel Pereira,GLK,MUN,4000000,0,0,0,0,0,0,149921,0,0,0,0,0,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0,6.5,399768,0,0,0,0,0,171,0,0,0,Huddersfield,Newcastle,Chelsea,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Johnson,MID,WHU,4500000,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,0,0,0,0,9,0,0,0,Brighton,Watford,Liverpool,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4100000,0,1,0.04,9.75609756097561E-09,2.4390243902439E-07,0,33180,0,6,0,0,0,0,0,0.2,53,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,6846,0,0,0,0,149,23,0,0,23,Bournemouth,Brighton,Leicester,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
Phil,Jones,DEF,MUN,5700000,-2,99,5,8.7719298245614E-07,1.73684210526316E-05,0,1158342,2,10,0,0,0,0,0,17.4,15233,7,0,99,-7,0.8,0,4.3,16,0,13,0,0,16.9,1961568,1,0,0,2,1703,12778,0,0,473,Huddersfield,Newcastle,Chelsea,Crystal Palace,Liverpool,7.4,4.9,6.6,5.7,7,5.7,6.4,4.6,7,4.7,7.5,5.6,7.1,43
,Jordan Ayew,FWD,SWA,5200000,8,80,3.2,6.15384615384615E-07,1.53846153846154E-05,0,447888,1,32,0,0,0,5,0,15.4,5534,2,0,80,-2,1,0,5,9,0,6,0,2,10.4,889433,0,0,0,0,1940,57267,0,0,276,Leicester,Burnley,Brighton,West Ham,Huddersfield,2.9,3.1,2.9,3.6,2.8,3.5,2.3,2.8,3.7,2.7,2.4,3.1,4.1,115.8
,Joselu,FWD,NEW,5500000,0,61,2.8,5.09090909090909E-07,1.10909090909091E-05,0,149548,2,24,0,0,0,4,0,11.1,1620,0,0,61,0,0.5,1,3,5,0,5,0,1,0.7,167186,0,0,0,0,1549,280,0,0,197,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,2.5,2.6,2.6,2,2.9,2,3.2,2.4,2.8,2.3,3.1,2.7,1.9,100.4
