FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Yoan,Gouffran,MID,NEW,5000000,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0
Max,Gradel,MID,BOU,5000000,0,0,0,0,0,0,4061,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,1,0,0,0,Newcastle,Leicester,Tottenham,West Brom,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Lee,Grant,GLK,STK,4200000,0,5,0.185185185185185,4.40917107583774E-08,1.19047619047619E-06,0,27414,0,7,0,8,0,0,0,1.2,329,-3,0,5,3,0,0,0,0,0,0,0,0,0.3,9706,0,0,0,0,270,211,0,0,44,Leicester,Southampton,Man City,Everton,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.3
Andre,Gray,FWD,WAT,6300000,1,66,2.5,3.96825396825397E-07,1.04761904761905E-05,0,293720,1,25,0,0,0,4,0,10.5,6683,-2,0,66,2,0.2,0,1,3,0,5,0,3,1.5,250856,0,0,0,0,1253,1445,0,0,193,Everton,West Brom,Arsenal,Liverpool,Bournemouth,2.6,2.7,1.4,1.6,2.5,2.2,2,2.6,1.6,2.3,1.5,90
Demarai,Gray,MID,LEI,5300000,0,57,2.3,4.33962264150943E-07,1.07547169811321E-05,0,138189,2,21,0,0,0,3,0,10.8,2983,-2,0,57,2,0.2,0,1,2,0,3,0,1,0.7,129903,0,0,0,0,1182,681,0,0,215,Stoke,Bournemouth,West Brom,Brighton,Newcastle,2,2.1,1.5,0,1.2,2.1,1.4,1.8,1.3,2.2,1.2,79
Robert,Green,GLK,HUD,4000000,0,0,0,0,0,0,5412,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0.2,12815,0,0,0,0,0,310,0,0,0,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0
Pascal,Gro?,MID,BHA,5900000,2,122,4.5,7.6271186440678E-07,2.06779661016949E-05,0,1397570,1,31,0,0,0,5,0,20.7,36840,4,-1,122,-4,1,0,5.7,20,0,8,0,6,17.5,2228329,0,0,0,2,2059,88404,1,0,461,Swansea,Arsenal,Everton,Leicester,Huddersfield,5.6,6,4.6,0,5.6,6.3,3.8,4.9,4,4.8,3.1,177.1
Marko,Grujic,MID,LIV,4200000,0,3,1,2.38095238095238E-07,7.14285714285714E-07,0,50831,0,0,0,0,0,0,0,0.7,800,-3,0,3,3,0,0,0,0,0,0,0,0,0.5,51996,0,0,0,0,14,83,0,0,9,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,1.9
Johann Berg,Gudmundsson,MID,BUR,5100000,2,82,3.2,6.27450980392157E-07,1.6078431372549E-05,0,52267,2,21,0,0,0,2,0,16.4,6939,1,-1,82,-1,0.9,0,4.7,4,0,8,0,5,1.5,130295,0,0,0,0,2034,19255,1,0,331,Southampton,Everton,West Ham,West Brom,Watford,2.9,3.9,2.6,0,2.7,2.5,3.3,2.5,3.2,2.1,3.3,148.9
Idrissa,Gueye,MID,EVE,4800000,3,53,2.2,4.58333333333333E-07,1.10416666666667E-05,0,64264,4,37,0,0,0,1,0,11,1069,-2,0,53,2,0.5,0,2.3,2,0,6,0,0,0.7,30671,0,0,0,0,2018,187,0,1,374,Watford,Burnley,Brighton,Stoke,Man City,0,1.2,1.9,1.2,1.2,1.4,1.3,2,1.2,1.7,1.2,66
Ilkay,Gundogan,MID,MCI,5300000,1,46,1.7037037037037,3.21453529000699E-07,8.67924528301887E-06,0,91591,2,9,0,0,0,2,0,8.7,6623,-2,0,46,2,0.2,0,1,5,0,2,0,2,0.9,114460,0,0,0,2,791,8763,0,0,209,Arsenal,Chelsea,Stoke,Everton,Man Utd,0.9,1,0.9,0,1.1,0.9,0.9,1.2,0.9,1.5,1,74.5
Florent,Hadergjonaj,DEF,HUD,4500000,2,23,0.851851851851852,1.89300411522634E-07,5.11111111111111E-06,0,1690,1,20,0,0,0,0,0,5.1,68,0,0,23,0,0.3,0,1.3,2,0,1,0,1,0,2157,0,0,0,0,870,147,0,0,148,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0.4,0.4,0.4,0.9,0.4,0.4,0.6,0.4,0.4,0.4,0.7,33
Massadio,Haidara,DEF,NEW,3900000,0,0,0,0,0,0,102646,0,0,0,0,0,0,0,0,2927,-1,0,0,1,0,0,0,0,0,0,0,0,1.8,113370,0,0,0,0,0,5734,0,0,0,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0,0,0,0,661,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,13,0,0,0,Liverpool,Swansea,Burnley,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Hamer,GLK,LEI,4300000,0,0,0,0,0,0,2111,0,0,0,0,0,0,0,0,32,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,862,0,0,0,0,0,18,-1,0,0,Stoke,Bournemouth,West Brom,Brighton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Hanley,DEF,NEW,4000000,0,0,0,0,0,0,85569,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5798,0,0,0,0,0,19,0,0,0,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0
Rekeem,Harper,MID,WBA,4500000,0,1,0.037037037037037,8.23045267489712E-09,2.22222222222222E-07,0,2180,0,0,0,0,0,0,0,0.2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,20,24,0,0,6,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0,0,0,0,0,0,0,0,0,0,0,2.7
Joe,Hart,GLK,WHU,4300000,0,45,3.2,7.44186046511628E-07,1.04651162790698E-05,0,507811,0,30,0,39,0,0,0,10.5,6118,-2,0,45,2,0,0,0,3,0,3,0,1,5,150130,0,0,1,1,1260,719,0,0,261,Liverpool,Swansea,Burnley,Southampton,Chelsea,2.7,2.5,3.9,0,3.8,2.7,4,2.6,3.1,2.2,3.3,30.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0,0,0,0,2441,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5393,0,0,0,0,0,187,0,0,0,Leicester,Southampton,Man City,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Isaac,Hayden,MID,NEW,4400000,1,36,1.7,3.86363636363636E-07,8.18181818181818E-06,0,27386,7,22,0,0,0,1,0,8.2,254,-1,0,36,1,0.2,0,0.7,0,0,3,0,0,0.2,25513,0,0,0,0,1298,200,0,0,155,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,1,0.8,1,0.8,1.5,0.9,1.4,1.1,1.4,0.9,1,56
Eden,Hazard,MID,CHE,10700000,16,138,6,5.60747663551402E-07,1.28971962616822E-05,0,1103619,1,16,0,0,0,11,0,12.9,51104,2,0,138,-2,0.8,0,8.7,22,0,9,0,4,7.9,1364785,0,0,0,5,1608,31056,0,0,516,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,4.7,4.9,7.7,0,7,8.3,7,8.8,6.9,6.4,7.2,223.4
Tom,Heaton,GLK,BUR,4700000,0,8,0.296296296296296,6.30417651694247E-08,1.70212765957447E-06,0,363101,0,4,0,8,0,0,0,1.7,1064,-3,0,8,3,0,0,0,0,0,0,0,0,1.4,18969,0,0,0,0,305,79,0,0,48,Southampton,Everton,West Ham,West Brom,Watford,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.037037037037037,8.81834215167548E-09,2.38095238095238E-07,0,8884,1,1,0,0,0,0,0,0.2,84,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,2633,0,0,0,0,32,48,0,0,1,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4700000,1,84,3.1,6.59574468085106E-07,1.78723404255319E-05,0,1275984,3,39,0,0,0,2,0,17.9,23164,2,0,84,-2,0.6,0,3,7,0,7,0,0,21,1883879,0,0,0,1,2396,52510,0,0,461,Huddersfield,Watford,Leicester,Bournemouth,Burnley,3.9,3.1,3.3,2.2,3.7,3.3,2.1,3.6,2.2,3.5,3.5,94.7
Tomer,Hemed,FWD,BHA,4700000,0,43,2.7,5.74468085106383E-07,9.14893617021277E-06,0,262807,0,8,0,0,0,2,0,9.1,5625,-3,0,43,3,0,0,0,5,0,3,0,2,1.1,291126,0,0,0,0,842,4646,0,0,110,Swansea,Arsenal,Everton,Leicester,Huddersfield,2.7,3,1.9,0,3.1,3.3,2.1,2.6,1.9,2.8,1.6,44.2
Jordan,Henderson,MID,LIV,5300000,0,52,2.9,5.47169811320755E-07,9.81132075471698E-06,0,163550,1,18,0,0,0,1,0,9.8,867,-2,0,52,2,0.4,0,2,3,0,8,0,1,1.1,124441,0,0,0,0,1418,650,0,0,249,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,3,2.8,1.4,2.5,2,2.5,2.9,2.2,2.8,1.9,2.8,68.1
Jeff,Hendrick,MID,BUR,5400000,1,67,2.8,5.18518518518518E-07,1.24074074074074E-05,0,23059,1,18,0,0,0,2,0,12.4,510,-1,0,67,1,0.3,0,1.7,1,0,8,0,1,0.2,23095,0,0,0,0,1886,333,0,0,235,Southampton,Everton,West Ham,West Brom,Watford,2.4,3.3,2.1,0,2.1,2,2.7,2,2.6,1.6,2.7,75.5
Wayne,Hennessey,GLK,CRY,4300000,1,57,3.6,8.37209302325581E-07,1.32558139534884E-05,0,98226,0,28,0,59,0,0,0,13.3,4630,-2,0,57,2,0.6,0,2.7,8,0,3,0,0,1.8,115002,0,0,0,0,1440,7535,0,0,305,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,4.3,4.4,3.4,3.1,4.3,2.9,4.9,4,4,3.5,4.4,42.2
Dion,Henry,GLK,CRY,4000000,0,0,0,0,0,0,2916,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6690,0,0,0,0,0,300,0,0,0,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0
Ander,Herrera,MID,MUN,5000000,0,29,1.07407407407407,2.14814814814815E-07,5.8E-06,0,195905,4,11,0,0,0,0,0,5.8,1255,-5,0,29,5,0.1,0,0.3,0,0,3,0,1,1.1,27257,0,0,0,0,871,89,0,0,142,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,0.5,0.5,0.5,0,0.6,0.5,0.8,0.5,0.7,0.5,0.5,43.7
Wesley,Hoedt,DEF,SOU,5000000,1,39,2.3,4.6E-07,7.8E-06,0,7387,4,26,0,0,0,0,0,7.8,246,0,0,39,0,0.4,0,2,3,0,2,0,2,0.1,9788,0,0,0,0,1530,311,0,0,316,Burnley,Stoke,Newcastle,West Ham,Arsenal,2,2.3,1.7,0,2.1,1.8,2,1.5,1.7,1.3,1.6,58.1
Jonathan,Hogg,MID,HUD,4400000,2,32,1.7,3.86363636363636E-07,7.27272727272727E-06,0,33510,4,30,0,0,0,0,0,7.3,450,-1,0,32,1,0.4,0,1.7,0,0,4,0,0,0.2,42045,0,0,0,0,1458,467,0,1,259,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0.8,0.8,1.4,1.3,0.8,0.8,1.2,0.8,1.7,0.8,1.5,37.3
Pierre-Emile,H?jbjerg,MID,SOU,4300000,2,23,0.851851851851852,1.98105081826012E-07,5.34883720930233E-06,0,31749,3,16,0,0,0,0,0,5.3,730,-2,0,23,2,0.4,0,1.7,0,0,1,0,0,0.4,32623,0,0,0,0,931,1178,0,0,164,Burnley,Stoke,Newcastle,West Ham,Arsenal,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,39.2
Rob,Holding,DEF,ARS,4400000,0,12,0.444444444444444,1.01010101010101E-07,2.72727272727273E-06,0,107375,2,12,0,0,0,0,0,2.7,699,-6,1,12,6,0,0,0,0,0,1,0,1,0.6,25235,0,0,0,0,443,164,-1,0,101,Man City,Brighton,Watford,Stoke,Southampton,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.4
Jose,Holebas,DEF,WAT,4800000,1,43,2.4,5E-07,8.95833333333333E-06,0,63104,4,31,0,0,0,0,0,9,574,-2,0,43,2,0.6,0,2.7,3,0,3,0,3,0.4,51451,0,0,0,0,1481,582,0,0,264,Everton,West Brom,Arsenal,Liverpool,Bournemouth,1.9,2.3,1.8,2,1.9,2.4,1.7,3.4,1.7,1.9,1.6,83.2
Mason,Holgate,DEF,EVE,4200000,0,35,1.2962962962963,3.08641975308642E-07,8.33333333333333E-06,0,173334,3,14,0,0,0,0,0,8.3,9435,-3,0,35,3,0,0,0,0,0,4,0,0,1.7,192607,0,0,0,0,1170,4472,0,0,208,Watford,Burnley,Brighton,Stoke,Man City,0.8,0.7,1.2,0.6,0.7,0.9,0.6,0.8,0.6,1,0.7,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0,0,0,0,18396,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1236,0,0,0,0,0,27,0,0,0,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0
Callum,Hudson-Odoi,MID,CHE,4500000,0,1,0.037037037037037,8.23045267489712E-09,2.22222222222222E-07,0,219,0,1,0,0,0,0,0,0.2,57,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,409,0,0,0,0,25,40,0,0,8,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,3.5
Will,Hughes,MID,WAT,4600000,0,26,0.962962962962963,2.09339774557166E-07,5.65217391304348E-06,0,73621,0,6,0,0,0,2,0,5.7,446,-4,0,26,4,0,0,0,3,0,2,0,1,0.2,64650,0,0,0,1,323,61,0,0,89,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.3
Jordan,Hugill,FWD,WHU,5400000,1,2,0.0740740740740741,1.37174211248285E-08,3.7037037037037E-07,0,682,0,0,0,0,0,0,0,0.4,405,-1,1,2,1,0.2,0,1,0,0,0,0,0,0,1574,0,0,0,0,12,81,-1,0,5,Liverpool,Swansea,Burnley,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.037037037037037,9.49667616334283E-09,2.56410256410256E-07,0,384240,0,1,0,0,0,0,0,0.3,5926,-1,0,1,1,0,0,0,0,0,0,0,0,5.9,324947,0,0,0,0,17,4564,0,0,5,Swansea,Arsenal,Everton,Leicester,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0,0,0,0,5129,0,0,0,0,0,0,0,0,103,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1799,0,0,0,0,0,145,0,0,0,Stoke,Bournemouth,West Brom,Brighton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0
Emerson,Hyndman,MID,BOU,4500000,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,16,0,0,0,Newcastle,Leicester,Tottenham,West Brom,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Jordon,Ibe,MID,BOU,4900000,1,67,2.7,5.51020408163265E-07,1.36734693877551E-05,0,71122,1,25,0,0,0,1,0,13.7,9925,-1,0,67,1,0.8,0,4,2,0,4,0,6,2.1,158902,0,0,0,0,1581,9542,0,0,233,Newcastle,Leicester,Tottenham,West Brom,Watford,2.5,1.9,2.1,2.9,1.9,2.4,1.4,2.1,2.1,2.5,1.9,129.6
Vicente,Iborra,MID,LEI,5700000,0,35,1.2962962962963,2.27420402858999E-07,6.14035087719298E-06,0,10919,0,15,0,0,0,1,0,6.1,129,-3,0,35,3,0,0,0,2,0,2,0,0,0.1,4496,0,0,0,0,1055,94,0,0,199,Stoke,Bournemouth,West Brom,Brighton,Newcastle,0.8,0.8,0.6,0,0.6,0.8,0.6,0.7,0.6,0.9,0.6,38.7
Zlatan,Ibrahimovic,FWD,MUN,9500000,0,5,0.185185185185185,1.94931773879142E-08,5.26315789473684E-07,0,39191,0,2,0,0,0,0,0,0.5,237,-5,0,5,5,0,0,0,0,0,0,0,0,0.2,37918,0,0,0,0,102,91,0,0,18,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.6
Kelechi,Iheanacho,FWD,LEI,6500000,1,17,0.62962962962963,9.68660968660969E-08,2.61538461538462E-06,0,139883,1,8,0,0,0,0,0,2.6,1071,-5,0,17,5,0.4,0,2.3,0,0,0,0,1,0.6,19198,0,0,0,0,364,990,0,0,38,Stoke,Bournemouth,West Brom,Brighton,Newcastle,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.6
Giannelli,Imbula,MID,STK,4500000,0,0,0,0,0,0,8394,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.1,971,0,0,0,0,0,0,0,0,0,Leicester,Southampton,Man City,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Ince,MID,HUD,5500000,2,65,2.5,4.54545454545455E-07,1.18181818181818E-05,0,92303,0,35,0,0,0,1,0,11.8,538,-5,0,65,5,0.2,0,1.3,3,0,6,0,1,0.4,33358,0,0,0,0,2063,406,0,0,212,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,1.5,1.2,2.5,2.4,1.6,1.2,2.2,1.2,3,1.2,2.7,107.2
Danny,Ings,FWD,LIV,5400000,0,3,0.111111111111111,2.05761316872428E-08,5.55555555555556E-07,0,6613,0,0,0,0,0,0,0,0.6,220,-1,0,3,1,0,0,0,0,0,0,0,0,0.1,4435,0,0,0,0,28,226,0,0,9,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.3
Stephen,Ireland,MID,STK,4500000,0,1,0.037037037037037,8.23045267489712E-09,2.22222222222222E-07,0,1538,1,3,0,0,0,0,0,0.2,268,0,0,1,0,0,0,0,0,0,0,0,0,0,2173,0,0,0,0,90,27,0,0,1,Leicester,Southampton,Man City,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,2.7
Alex,Iwobi,MID,ARS,5100000,1,56,3.3,6.47058823529412E-07,1.09803921568627E-05,0,197708,1,15,0,0,0,2,0,11,6227,-4,0,56,4,0.5,0,2.7,1,0,6,0,3,0.8,90544,0,0,0,0,1110,1783,0,0,276,Man City,Brighton,Watford,Stoke,Southampton,2.5,1.8,3.4,0,3.8,3.5,2.3,4.1,1.6,3.6,2.1,112.5
,Izquierdo,MID,BHA,5900000,7,64,2.37037037037037,4.01757689893283E-07,1.08474576271186E-05,0,7737,2,18,0,0,0,4,0,10.8,856,-1,0,64,1,1,0,5.7,3,0,3,0,2,0.3,20811,0,0,0,0,1111,11814,0,0,199,Swansea,Arsenal,Everton,Leicester,Huddersfield,2.2,2.4,1.7,0,2.2,2.6,1.3,1.8,1.4,1.8,1.2,77.3
Jaroslaw,Jach,DEF,CRY,4400000,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,35,-1,1,0,1,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,12,-1,0,0,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Jagielka,DEF,EVE,4700000,0,28,1.03703703703704,2.20646178092987E-07,5.95744680851064E-06,0,349806,1,30,0,0,0,0,0,6,4418,-3,0,28,3,0.1,0,0.7,4,0,2,0,0,2.2,107226,0,0,0,1,1264,220,0,0,242,Watford,Burnley,Brighton,Stoke,Man City,0,0.5,0.8,0.5,0.5,0.7,0.5,0.5,0.5,0.7,0.5,39
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0,0,0,0,9474,0,0,0,0,0,0,0,0,122,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1499,0,0,0,0,0,83,0,0,0,Stoke,Bournemouth,West Brom,Brighton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0
Matty,James,MID,LEI,4400000,2,22,0.814814814814815,1.85185185185185E-07,5E-06,0,26524,2,13,0,0,0,0,0,5,305,-1,0,22,1,0.4,0,1.7,0,0,4,0,0,0.2,19073,0,0,0,0,811,546,0,0,100,Stoke,Bournemouth,West Brom,Brighton,Newcastle,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,19.2
Kyle,Jameson,DEF,WBA,4000000,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,0,0,0,0,0,821,0,0,0,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Janmaat,DEF,WAT,4800000,1,39,1.44444444444444,3.00925925925926E-07,8.125E-06,0,30649,1,26,0,0,0,3,0,8.1,2293,-2,0,39,2,0.6,0,3,3,0,0,0,1,0.5,38866,0,0,0,2,1115,2861,0,0,220,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.8,1.1,0.8,0.8,0.8,1.1,0.7,1.7,0.7,0.8,0.7,61.7
Vincent,Janssen,FWD,TOT,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,8983,0,0,0,0,0,0,0,0.1,30,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,973,0,0,0,0,1,2,0,0,2,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0,0,0,0,13490,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0.1,735,0,0,0,0,0,1,0,0,0,Man City,Brighton,Watford,Stoke,Southampton,0,0,0,0,0,0,0,0,0,0,0,0
,Jese,MID,STK,5400000,1,27,1,1.85185185185185E-07,5E-06,0,587155,0,14,0,0,0,1,0,5,697,-6,0,27,6,0.1,0,0.3,2,0,1,0,1,1.9,578029,0,0,0,1,510,243,0,0,82,Leicester,Southampton,Man City,Everton,Arsenal,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,39.4
,Jesus,FWD,MCI,9900000,0,77,4.3,4.34343434343434E-07,7.77777777777778E-06,0,2255996,3,8,0,0,0,8,0,7.8,5545,-6,0,77,6,0,1,0,11,0,6,0,4,4.5,1833400,0,0,0,2,1007,367,0,0,272,Arsenal,Chelsea,Stoke,Everton,Man Utd,0,3.9,5.1,0,4.4,5.1,3.8,5,4.3,5.9,5.2,136.5
,Joao Mario,MID,WHU,6400000,3,10,0.37037037037037,5.78703703703704E-08,1.5625E-06,0,6216,0,4,0,0,0,0,0,1.5,3171,-1,1,10,1,0.5,0,3.3,0,0,1,0,1,0.2,15287,0,0,0,0,256,929,-1,0,40,Liverpool,Swansea,Burnley,Southampton,Chelsea,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,16.4
,Joel Pereira,GLK,MUN,4000000,0,0,0,0,0,0,164364,0,0,0,0,0,0,0,0,3996,0,0,0,0,0,0,0,0,0,0,0,0,6.2,401118,0,0,0,0,0,546,0,0,0,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Johnson,MID,WHU,4500000,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,955,0,0,0,0,0,59,0,0,0,Liverpool,Swansea,Burnley,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4100000,0,1,0.037037037037037,9.03342366757001E-09,2.4390243902439E-07,0,33631,0,6,0,0,0,0,0,0.2,166,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,7334,0,0,0,0,149,185,0,0,23,Leicester,Southampton,Man City,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,4.4
Phil,Jones,DEF,MUN,5600000,2,101,4.8,8.57142857142857E-07,1.80357142857143E-05,0,1525840,2,11,0,0,0,0,0,17.7,246011,6,1,101,-6,0,0,0,16,0,13,0,0,11.7,2030829,1,0,0,2,1793,6733,-1,0,489,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,0,0,0,0,6.3,4.1,6.8,4.2,7.2,5.2,7,47.5
,Jordan Ayew,FWD,SWA,5400000,2,84,3.1,5.74074074074074E-07,1.55555555555556E-05,0,569243,1,33,0,0,0,5,0,15.6,70780,4,0,84,-4,0.7,0,4,9,0,7,0,2,13.5,1188195,0,0,0,0,2120,60992,0,0,304,Brighton,West Ham,Huddersfield,Man Utd,West Brom,2.7,3.5,2.6,0,2.1,2.7,3.6,2.6,2.4,3,3.9,130.4
,Joselu,FWD,NEW,5500000,1,62,2.7,4.90909090909091E-07,1.12727272727273E-05,0,162080,2,24,0,0,0,4,0,11.3,3145,0,0,62,0,0.1,1,0.3,5,0,5,0,1,0.5,169282,0,0,0,0,1559,607,0,0,199,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,2.5,1.8,2.7,1.8,3.2,2.3,2.8,2.1,3,2.4,1.9,100.9
Christian,Kabasele,DEF,WAT,4500000,0,58,2.4,5.33333333333333E-07,1.28888888888889E-05,0,166681,4,40,0,0,0,2,0,12.9,12351,0,1,58,0,0.4,0,1.7,1,0,5,0,0,0.9,202138,1,0,0,1,2039,40,-1,0,355,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0,2.3,1.8,2,1.9,2.4,1.7,3.4,1.7,1.9,1.6,71.3
Younes,Kaboul,DEF,WAT,4200000,0,7,0.259259259259259,6.17283950617284E-08,1.66666666666667E-06,0,23128,0,3,0,0,0,0,0,1.7,87,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,3481,0,0,0,0,151,28,0,0,35,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
