FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ashley,Westwood,MID,BUR,4400000,1,5,0.166666666666667,3.78787878787879E-08,1.13636363636364E-06,0,4544,0,0,0,0,0,0,0,1.1,300,-1,0,5,1,0.2,0,0.7,0,0,0,0,0,0.1,3998,0,0,0,0,40,192,0,0,18,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Glenn,Whelan,MID,STK,4500000,0,0,0,0,0,0,717,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,3,0,0,0,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Whitehead,MID,HUD,4400000,0,1,0.0333333333333333,7.57575757575758E-09,2.27272727272727E-07,0,4612,0,1,0,0,0,0,0,0.2,238,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,3453,0,0,0,0,8,62,0,0,3,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Connor,Wickham,FWD,CRY,5400000,0,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,47,-1,0,0,1,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,20,0,0,0,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georginio,Wijnaldum,MID,LIV,6700000,8,24,3,4.47761194029851E-07,3.58208955223881E-06,0,229258,0,9,0,0,0,1,0,3.6,9795,-3,0,24,3,0.6,0,3.7,0,0,4,0,0,2.6,41640,0,0,0,0,667,3233,0,0,102,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0,2.7,1.7,1.5,4.4,3.5,2.1,1.5,3.6,3.7,1.7,2.1,2.5,1.6,2.6,2,3.9,3.9,1.5,2.3,1.8,2.5,3.8,1.5,3.2,2,3.2,34.1
Ashley,Williams,DEF,EVE,5200000,1,14,1.6,3.07692307692308E-07,2.69230769230769E-06,0,151693,3,14,0,0,0,0,0,2.7,6429,-3,1,14,3,0.1,0,0.3,2,0,1,0,0,2.3,20538,0,0,0,0,690,1089,-1,0,110,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,1.2,1.8,1,1.6,1.5,0.8,0.8,0.9,1,0.9,0.9,1.1,0.9,1.6,1.1,0.8,2.4,1.5,0.9,1.5,0.9,0.8,1.5,0.8,1.5,0.9,1.1,0.8,26.2
Danny,Williams,MID,HUD,4900000,2,8,0.266666666666667,5.4421768707483E-08,1.63265306122449E-06,0,2770,1,4,0,0,0,0,0,1.6,71,-1,0,8,1,0.3,0,1.3,0,0,0,0,0,0,675,0,0,0,0,340,54,0,0,42,West Brom,Bournemouth,Man City,Arsenal,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.8
,Willian,MID,CHE,6800000,1,27,2.7,3.97058823529412E-07,3.97058823529412E-06,0,918227,0,6,0,0,0,0,0,4,42855,-2,0,27,2,0.3,0,2.3,1,0,4,0,2,7.3,425397,0,0,0,0,570,2364,0,0,109,Man Utd,West Brom,Liverpool,Swansea,Newcastle,1.8,2.1,1.7,2.2,2.6,2.4,2.3,1.7,3.1,1.9,2,1.7,2.3,2,2.4,2.8,2.2,1.5,1.5,2.5,2.4,1.5,2.6,2.6,2.3,3.2,2.3,2.2,40.8
Jack,Wilshere,MID,ARS,5400000,0,4,0.133333333333333,2.46913580246914E-08,7.40740740740741E-07,0,6335,0,1,0,0,0,0,0,0.7,1619,-1,0,4,1,0.2,0,1.3,0,0,0,0,1,0.2,10428,0,0,0,0,13,511,0,0,13,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.5
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,16330,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0.3,14986,0,0,0,0,0,36,0,0,0,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Wimmer,DEF,STK,4400000,7,10,0.333333333333333,7.57575757575757E-08,2.27272727272727E-06,0,26470,1,8,0,0,0,0,0,2.3,707,-1,0,10,1,0.5,0,2.3,1,0,1,0,0,0.4,30677,0,0,0,0,405,2563,0,0,58,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,8.1
Harry,Winks,MID,TOT,4800000,2,14,0.466666666666667,9.72222222222222E-08,2.91666666666667E-06,0,6890,0,4,0,0,0,0,0,2.9,1192,-2,0,14,2,0.5,0,2.3,0,0,2,0,0,0.4,18861,0,0,0,0,392,7504,0,0,81,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.4
Chris,Wood,FWD,BUR,6500000,0,29,4.1,6.30769230769231E-07,4.46153846153846E-06,0,168988,1,2,0,0,0,3,0,4.5,21908,0,0,29,0,0.4,0,2.7,6,0,3,0,0,1.4,221210,0,0,0,0,498,595,0,0,84,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,4,5.4,4.8,3.8,4.2,5.6,4.2,3.6,2.8,3.7,5.5,4.9,4.5,3.6,4,4.2,4,6,3.8,3.5,4.1,5.4,5,4.9,5.2,2.7,5.5,35.2
Ben,Woodburn,MID,LIV,4400000,0,0,0,0,0,0,14976,0,0,0,0,0,0,0,0,896,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,17559,0,0,0,0,0,224,0,0,0,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddie,Woodman,GLK,NEW,4000000,0,0,0,0,0,0,3508,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0.2,10360,0,0,0,0,0,367,0,0,0,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5500000,2,37,3.7,6.72727272727273E-07,6.72727272727273E-06,0,637506,1,13,0,0,0,0,0,6.7,47566,0,0,37,0,0.7,0,4,2,0,4,0,4,11.3,749958,0,0,0,1,880,8654,0,0,163,Man City,Tottenham,Burnley,Huddersfield,Man Utd,1.8,3.7,2.2,5,4.3,2.5,2.2,5.2,5,2.3,1.9,3.9,2.6,5.2,3.2,5.6,2,3,1.8,3.4,2.1,4.5,4.1,2,5.3,1.8,4.6,2.1,56.4
Claudio,Yacob,MID,WBA,4400000,0,3,0.1,2.27272727272727E-08,6.81818181818182E-07,0,13519,1,1,0,0,0,0,0,0.7,575,-1,0,3,1,0,0,0,0,0,1,0,0,0.2,4763,0,0,0,0,110,185,0,0,6,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
,Yaya Toure,MID,MCI,6100000,0,2,0.0666666666666667,1.09289617486339E-08,3.27868852459016E-07,0,71066,0,0,0,0,0,0,0,0.3,1114,-4,0,2,4,0.1,0,0.7,0,0,0,0,0,0.8,8529,0,0,0,0,29,223,0,0,16,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
DeAndre,Yedlin,DEF,NEW,4400000,2,16,2.7,6.13636363636364E-07,3.63636363636364E-06,0,13533,1,6,0,0,0,0,0,3.6,1536,-1,0,16,1,0.7,0,3.3,2,0,1,0,0,0.6,26316,0,0,0,1,540,6480,0,0,84,Bournemouth,Man Utd,Watford,West Brom,Chelsea,3,1.4,2.8,2,2.1,2.6,2.7,1.4,1.8,2.2,3.4,1.8,2.3,1.4,3.1,2.8,2.7,1.9,1.4,2.7,2,3.5,1.4,3.5,1.4,3.5,2.9,2.5,13
Maya,Yoshida,DEF,SOU,5100000,0,44,5.5,1.07843137254902E-06,8.62745098039216E-06,0,146821,0,7,0,0,0,1,0,8.6,27448,1,0,44,-1,0.6,0,3,6,0,4,0,1,5.2,314725,0,0,0,0,720,22931,0,0,189,Burnley,Liverpool,Everton,Man City,Bournemouth,7,5.9,6.1,5.9,7.1,7.8,6.1,7.7,7.6,7.4,5.2,7.6,8.2,6.1,7.4,7.2,7.6,7.4,6.7,6.4,6.9,7,5.4,5.7,5.6,6.9,5.9,5.1,35.5
Ashley,Young,MID,MUN,4900000,3,17,2.8,5.71428571428571E-07,3.46938775510204E-06,0,14885,3,2,0,0,0,0,0,3.5,2476,-1,0,17,1,0.4,0,2,0,0,5,0,1,0.4,32023,0,0,0,0,540,3212,0,0,76,Chelsea,Newcastle,Brighton,Watford,Arsenal,2,3.4,2.8,2.1,1.4,1.8,3.3,1.5,1.7,2.9,2.5,2.5,2.8,1.7,1.6,3.2,1.6,2.3,1.8,3.2,1.7,3.1,1.4,3,2.1,3.6,1.4,2,28
Pablo,Zabaleta,DEF,WHU,4900000,1,25,2.5,5.10204081632653E-07,5.10204081632653E-06,0,119952,5,18,0,0,0,0,0,5.1,21243,-1,0,25,1,0.3,0,1.3,4,0,3,0,0,1.9,36165,0,0,0,0,871,148,0,0,163,Liverpool,Watford,Leicester,Everton,Man City,0,2.7,2.3,1.2,1.2,2.1,3.1,1.7,2.9,1.7,1.8,3.1,1.8,2.7,3.8,1.8,2.4,1.2,1.6,2.7,2.4,2.3,2,2.6,1.2,1.9,1.2,2.3,35.6
Wilfried,Zaha,MID,CRY,6800000,7,19,0.633333333333333,9.31372549019608E-08,2.79411764705882E-06,0,984046,0,6,0,0,0,2,0,2.8,10481,-2,0,19,2,0.8,0,5.7,0,0,1,0,0,4.3,138949,0,0,0,0,346,27333,0,0,45,Tottenham,Everton,Stoke,Brighton,West Brom,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,39.6
,Zanka,DEF,HUD,4600000,1,35,3.5,7.60869565217391E-07,7.60869565217391E-06,0,254968,2,13,0,0,0,0,0,7.6,13849,1,0,35,-1,0.2,0,1,3,0,4,0,1,7.3,447693,0,0,0,1,900,4844,0,0,183,West Brom,Bournemouth,Man City,Arsenal,Everton,4.8,3.1,3.1,2.1,2.3,4.7,3.5,4.4,3.5,4.2,4.3,2.1,4.8,3,4.7,1.9,4.3,3.3,3.3,3.3,5.2,2.6,3.3,3.9,3.4,3.8,2.3,4.8,26.4
Davide,Zappacosta,DEF,CHE,5900000,6,9,0.3,5.08474576271186E-08,1.52542372881356E-06,0,11359,0,1,0,0,0,0,0,1.5,622,-1,0,9,1,0.5,0,2.7,0,0,1,0,0,0.1,14026,0,0,0,0,160,567,0,0,29,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.6
Mauro,Zarate,FWD,WAT,5400000,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,0,92,-1,0,0,1,0,0,0,0,0,0,0,0,0,807,0,0,0,0,0,76,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin,Zeegelaar,DEF,WAT,4400000,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,47,-1,0,0,1,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,43,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oleksandr,Zinchenko,MID,MCI,5000000,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,24,0,0,0,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurt,Zouma,DEF,STK,5500000,8,23,2.6,4.72727272727273E-07,4.18181818181818E-06,0,89955,0,16,0,0,0,0,0,4.2,2296,0,0,23,0,0.5,0,2.7,3,0,2,0,0,2.4,48169,0,0,0,0,810,3771,0,0,163,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,2.2,2.3,3.1,3,1.9,2.3,2.2,3,3.1,2.2,2.4,2.9,1.3,3,2.4,2.1,3,1.5,2.4,1.8,2.2,1.4,2.2,2.1,2.7,1.6,3.8,2,27.2
